ID TIME BLK #BLOCKS
211 17.581 3 1
211 138.299 6 4
211 152.987 10 5
211 170.74 11 1
211 178.423 12 1
211 197.389 11 1
211 204.732 12 2
211 214.085 13 1
211 279.191 14 1
211 300.632 16 2
211 439.139 19 3
211 455.595 20 1
211 478.098 21 1
211 487.989 22 2
211 512.088 24 2
211 528.035 25 1
211 536.425 26 1
211 648.033 25 1
211 655.716 31 6
211 679.036 32 1
211 717.944 33 1
211 768.403 34 1
211 776.708 37 4
211 789.616 38 1
211 830.267 39 1
211 844.061 40 1
211 927.997 41 2
211 938.123 44 3
211 978.093 45 1
211 998.436 46 1
211 1058.064 47 1
