ID TIME BLK VOTE
214 51.796 4 None
214 110.392 10 3600746
214 147.633 12 None
214 199.795 16 4114785
214 247.576 19 3724727
214 285.497 21 None
214 340.305 25 3715437
214 384.284 28 3671079
