ID TIME BLK #BLOCKS
226 18.807 3 1
226 37.903 4 2
226 47.676 5 1
226 57.143 5 1
226 66.142 6 1
226 78.035 7 2
226 101.931 8 2
226 123.13 10 3
226 141.445 11 2
226 156.066 12 2
226 172.925 13 1
226 179.365 13 1
226 185.082 14 1
226 198.705 15 1
226 205.656 15 1
226 213.952 16 1
226 228.91 16 1
226 243.545 17 1
226 250.165 17 1
226 258.013 18 1
226 278.405 19 1
226 292.529 20 1
226 308.574 21 1
226 322.422 22 1
226 349.381 23 1
226 363.076 24 1
226 378.375 24 1
226 380.972 25 2
226 407.611 26 1
226 419.162 27 3
226 452.194 29 3
226 476.52 31 2
