ID TIME BLK #BUFFER #GETH #ALLOWED BUFFERPEERS GETHPEERS ALLOWED
222 4.946 2 0 0 0   
222 7.368 2 0 0 0   
222 9.38 2 0 0 0   
222 11.941 2 0 0 0   
222 14.407 2 0 0 0   
222 16.934 2 0 0 0   
222 19.443 2 0 0 0   
222 21.947 2 0 0 0   
222 24.482 2 1 1 1 213 213 213
222 26.989 2 1 1 1 213 213 213
222 29.64 2 1 2 2 213;209 213 213;209
222 31.814 2 2 1 1 209 209;213 209
222 34.055 4 2 0 0  209;213 
222 36.608 4 2 0 0  209;213 
222 39.213 4 2 0 0  209;213 
222 41.357 4 2 0 0  209;213 
222 43.969 4 2 0 0  209;213 
222 46.191 4 1 1 1 214 209 214
222 48.619 4 2 0 0  209;214 
222 51.452 4 3 2 2 213;210 210;209;214 213;210
222 54.333 5 3 2 2 210;214 210;209;214 214;210
222 56.979 5 4 2 1 214;224 210;209;224;214 214
222 59.887 5 4 2 1 224;210 210;213;224;214 210
222 65.393 6 4 1 1 224 210;213;224;214 224
222 67.815 6 4 0 0  210;213;224;214 
222 70.408 6 4 0 0  210;213;224;214 
222 73.024 6 4 0 0  210;213;224;214 
222 77.172 7 5 1 0 218 218;210;213;224;214 
222 79.634 7 3 0 0  218;210;214 
222 82.002 7 3 0 0  218;210;214 
222 84.405 7 2 0 0  218;210 
222 86.545 7 1 0 0  218 
222 88.982 7 1 0 0  218 
222 91.474 7 0 0 0   
222 93.509 8 1 1 1 214 214 214
222 96.07 8 2 2 1 214;209 209;214 214
222 98.451 8 2 2 2 214;209 209;214 214;209
222 100.959 8 2 1 1 209 209;214 209
222 103.807 8 2 0 0  209;214 
222 106.24 9 2 0 0  209;214 
222 108.433 9 2 0 0  209;214 
222 111.925 9 2 0 0  209;214 
222 114.353 9 2 1 1 226 226;214 226
222 116.806 9 1 1 1 226 226 226
222 119.478 9 1 0 0  226 
222 121.928 10 2 1 1 210 210;226 210
222 125.306 10 2 0 0  210;226 
222 127.874 10 2 1 1 210 210;226 210
222 130.353 10 2 2 1 210;217 210;226 210
222 133.369 10 4 2 1 217;209 210;217;209;226 217
222 136.478 10 4 2 1 209;210 210;217;209;226 210
222 140.189 11 4 0 0  210;217;209;226 
222 143.165 11 3 0 0  210;217;209 
222 145.838 11 3 0 0  210;217;209 
222 152.996 12 4 2 0 224;210 210;217;209;224 
222 157.136 12 4 1 0 210 210;217;209;224 
222 160.701 12 4 0 0  210;217;209;224 
222 163.204 12 3 0 0  217;209;224 
222 168.625 13 4 2 1 214;210 217;209;224;214 214
222 171.541 13 4 1 0 210 217;209;224;214 
222 174.32 13 3 0 0  209;224;214 
222 177.099 13 3 1 1 210 209;224;214 210
222 179.589 13 2 1 1 210 224;214 210
222 181.95 14 2 0 0  224;214 
222 184.7 14 3 1 0 211 210;211;214 
222 187.805 14 3 1 1 211 210;211;214 211
222 190.407 14 3 0 0  210;211;214 
222 192.817 14 1 0 0  211 
222 195.458 14 1 0 0  211 
222 199.362 15 1 1 0 210 211 
222 201.66 15 2 1 0 226 211;226 
222 204.28 15 4 1 1 224 210;211;224;226 224
222 207.431 15 4 1 1 210 210;211;224;226 210
222 209.928 15 2 0 0  224;226 
222 212.774 16 2 1 1 224 224;226 224
222 217.036 16 3 2 1 217;224 217;224;226 224
222 219.769 16 4 1 0 217 217;211;224;226 
222 222.575 16 4 1 0 217 217;211;224;226 
222 225.406 16 3 0 0  217;211;224 
222 227.901 17 3 0 0  217;211;224 
222 230.904 17 5 2 1 214;213 217;213;211;224;214 214
222 236.277 17 5 2 0 213;218 218;217;213;211;214 
222 239.889 17 4 1 1 213 218;213;211;214 213
222 243.203 18 4 1 1 213 218;213;211;214 213
222 246.75 18 4 0 0  218;213;211;214 
222 250.358 18 5 1 1 224 218;213;211;224;214 224
222 253.613 18 5 1 1 224 218;213;211;224;214 224
222 256.905 18 5 1 1 224 218;213;211;224;214 224
222 259.774 19 4 1 1 224 218;213;211;224 224
222 262.445 19 4 0 0  218;213;211;224 
222 265.291 19 4 0 0  218;213;211;214 
222 267.519 19 2 0 0  218;211 
222 270.14 19 2 0 0  218;211 
222 272.632 19 1 0 0  211 
222 275.418 20 1 1 1 209 211 209
222 278.12 20 3 1 1 210 210;209;211 210
222 280.428 20 3 1 1 210 210;209;211 210
222 282.922 20 4 4 3 210;218;214;213 218;210;209;211 214;213;210
222 286.104 20 5 4 2 210;218;214;213 218;210;209;213;211 214;210
222 291.144 21 6 2 1 210;214 218;210;209;213;211;214 210
222 294.287 21 5 2 2 211;213 218;210;213;211;214 211;213
222 297.292 21 5 1 1 214 218;210;213;211;214 214
222 300.012 21 5 0 0  218;210;213;211;214 
222 302.943 21 5 0 0  218;210;213;211;214 
222 305.806 21 5 0 0  218;210;213;211;214 
222 308.463 22 4 0 0  218;213;211;214 
222 311.076 22 4 1 0 214 210;213;211;214 
222 313.501 22 3 1 1 214 210;211;214 214
222 315.802 22 2 0 0  211;214 
222 318.19 22 1 0 0  211 
222 320.828 23 1 0 0  211 
222 323.408 23 1 0 0  211 
222 325.931 23 1 0 0  211 
222 328.059 23 2 2 2 213;224 213;211 224;213
222 330.477 23 2 1 1 213 213;211 213
222 333.195 23 3 2 2 213;224 213;211;224 224;213
222 335.622 24 3 2 2 213;224 213;211;224 224;213
222 338.28 24 3 1 1 213 213;211;224 213
222 340.69 24 4 2 2 213;217 217;213;211;224 217;213
222 343.203 24 4 1 1 213 217;213;211;224 213
222 345.567 24 4 0 0  217;213;211;224 
222 348.424 24 4 1 1 213 217;213;211;224 213
222 351.05 25 4 1 1 213 217;213;211;224 213
222 353.382 25 4 1 1 213 217;213;211;224 213
