ID TIME BLK %CPU CHAINDATASIZE
214 38.328 3 177931 13.49
214 48.627 4 179285 13.61
214 58.346 4 179285 13.71
214 68.348 4 179285 13.72
214 78.381 4 179285 13.86
214 88.405 4 179285 13.89
214 98.487 4 179285 14.12
214 108.401 4 179285 14.13
214 118.385 4 179285 14.26
214 128.405 4 179285 14.4
214 138.426 4 179285 14.41
214 148.455 4 179285 14.42
214 158.448 4 179285 14.43
214 168.445 4 179285 14.44
214 178.715 9 189825 14.54
214 188.596 9 189825 14.82
214 198.468 10 191988 14.93
214 236.223 13 199892 15.69
214 249.936 14 201423 16.09
214 250.255 14 201423 16.09
214 260.135 14 201527 16.1
214 270.13 14 201527 16.1
214 280.126 14 201527 16.1
214 290.239 14 201527 16.16
214 300.471 15 210815 16.39
214 310.197 15 211023 16.64
214 334.862 18 224828 17.22
214 335.33 18 224828 17.23
214 345.122 18 224932 17.25
214 419.226 22 239326 18.44
214 540.432 27 254037 19.93
214 540.602 27 254037 19.93
214 550.63 27 254037 20.03
214 560.634 27 254037 20.04
214 570.647 27 254037 20.13
214 580.753 28 257504 20.24
214 590.652 28 257504 20.42
214 600.651 28 257504 20.41
214 610.758 28 257504 20.39
214 620.693 28 257504 20.38
214 631.174 29 266497 20.52
214 641.512 29 266601 20.78
214 660.737 31 280139 21.22
214 676.805 32 281909 21.62
214 679.695 32 281909 21.69
214 689.554 33 281909 21.93
214 698.869 33 283698 22.16
214 708.373 34 286293 22.39
214 718.12 34 286397 22.42
214 728.151 34 286397 22.4
214 819.818 39 298697 23.17
214 846.504 40 303334 23.56
214 872.114 42 313614 23.94
214 977.538 45 319222 25.07
214 978.309 46 322443 25.09
214 988.102 46 322651 25.29
214 998.041 46 322651 25.32
214 1007.995 46 322651 25.39
214 1018.477 47 322651 25.55
214 1028.357 47 325344 25.65
214 1038.016 48 326491 25.85
214 1048.503 49 330149 25.88
214 1058.028 49 330253 25.96
214 1069.105 50 330253 26.09
214 1078.426 50 338567 26.28
214 1098.345 52 343601 26.46
214 1134.082 54 348034 26.79
214 1177.47 55 355074 27.12
214 1178.099 55 355074 27.13
214 1310.375 58 381945 28.43
214 1357.723 62 395543 28.89
214 1385.577 64 402010 29.39
214 1401.393 65 403880 29.49
214 1401.754 65 403880 29.5
214 1411.665 65 403983 29.51
214 1421.723 65 403983 29.56
214 1431.654 65 403983 29.53
214 1441.687 65 403983 29.5
214 1518.349 70 421071 30.21
214 1590.397 74 437702 30.59
214 1596.971 75 439613 30.7
214 1617.005 76 451663 31.01
214 1619.089 76 451663 31.05
214 1628.63 76 451767 31.21
214 1638.235 76 451871 31.35
214 1648.125 76 451871 31.33
214 1658.122 76 451871 31.3
214 1668.134 76 451871 31.27
214 1678.133 76 451871 31.24
214 1812.576 84 491165 32.29
