ID TIME BLK #BLOCKS
209 17.175 3 1
209 48.252 5 2
209 54.265 5 3
209 63.817 6 1
209 78.168 7 1
209 87.219 6 1
209 91.266 8 2
209 107.044 9 2
209 120.652 10 1
209 137.468 11 1
209 147.213 11 1
209 155.697 12 1
209 163.37 12 2
209 173.02 13 1
209 181.679 14 1
209 197.145 15 1
209 212.143 16 1
209 238.418 17 4
209 264.057 18 3
209 273.899 19 1
209 291.336 20 1
209 294.889 20 1
209 303.476 21 1
209 318.65 22 1
209 326.929 22 1
209 339.308 23 1
209 348.536 24 1
209 350.986 24 1
209 364.145 25 1
209 377.671 26 1
209 394.168 27 3
209 431.799 29 4
209 452.532 30 1
209 455.198 31 1
209 468.468 31 1
209 474.275 32 1
209 488.169 33 1
209 504.1 34 2
209 550.575 37 4
209 578.453 38 1
209 582.649 39 1
209 593.772 40 1
