ID TIME BLK #BLOCKS
226 128.169 6 4
226 142.456 7 1
226 150.479 8 1
226 197.791 6 1
226 205.409 8 2
226 237.529 9 1
226 248.397 12 1
226 260.816 13 1
226 279.64 14 1
226 437.326 15 1
226 441.15 16 1
226 487.556 17 1
226 497.649 18 2
226 567.145 19 1
226 647.854 21 2
226 728.371 22 2
226 742.87 24 2
226 767.751 26 2
226 777.719 27 1
226 818.995 28 1
226 825.112 28 1
226 859.399 29 1
226 908.192 30 1
226 921.028 31 1
226 927.431 32 1
226 931.533 33 2
226 977.642 35 2
226 1017.266 36 1
226 1020.712 37 1
226 1137.946 39 2
226 1147.279 40 1
226 1187.174 39 1
226 1194.684 40 3
226 1213.259 41 2
226 1227.95 42 1
226 1235.754 43 1
226 1244.563 43 1
226 1253.498 44 1
226 1269.039 45 1
226 1327.705 45 1
226 1332.869 48 3
