ID TIME BLK #BLOCKS
222 37.306 4 1
222 48.575 5 2
222 57.898 6 1
222 88.333 7 2
222 102.671 8 1
222 108.266 9 1
222 177.293 10 1
222 227.037 9 1
222 231.976 12 3
222 257.995 13 1
222 262.766 14 1
222 307.781 16 2
222 350.596 17 1
222 363.746 18 1
222 407.017 19 1
222 448.942 22 1
222 455.352 23 3
222 464.198 24 1
222 497.747 25 1
222 510.323 27 4
222 547.303 28 1
222 550.199 29 1
222 597.805 31 2
222 606.642 32 1
222 619.394 33 1
222 635.082 34 1
222 646.006 34 1
222 651.639 35 1
222 708.194 38 4
222 717.089 39 2
222 727.456 40 1
222 733.359 40 1
222 743.762 41 1
222 752.827 41 1
222 760.702 42 2
222 805.93 45 5
222 849.309 46 1
222 857.201 47 1
222 859.372 48 1
222 863.218 49 1
