ID TIME BLK %CPU CHAINDATASIZE
226 69.0 3 177465 33.14
226 113.794 3 177465 33.24
226 159.998 8 189767 33.57
226 240.907 9 201384 33.89
226 281.734 14 214930 34.24
226 294.016 14 214930 34.28
226 339.045 14 214930 34.28
226 385.692 14 214930 34.35
226 429.45 14 214930 34.49
226 474.279 16 226826 34.77
226 519.154 18 232025 34.94
226 564.502 18 232025 34.94
226 769.228 26 256584 35.68
226 773.949 26 256584 35.72
226 818.791 28 259587 35.86
226 863.335 29 266234 35.96
226 905.446 29 266338 35.93
226 978.652 35 280804 36.17
226 1019.647 37 287849 36.39
226 1139.298 40 295752 36.78
226 1205.642 41 315341 37.12
226 1228.705 42 325641 37.25
226 1255.814 44 331731 37.45
226 1297.216 45 333221 37.54
226 1343.553 48 340380 37.66
226 1387.297 48 340484 37.64
