ID TIME #BUFFER #GETH #ALLOWED BUFFERPEERS GETHPEERS ALLOWED
110 0.082 0 0 0   
110 2.597 1 2 0 211;111 211 
110 4.648 2 1 1 111 111;211 111
110 6.845 1 0 0  211 
110 9.037 1 0 0  211 
110 11.254 1 0 0  211 
110 13.452 1 0 0  211 
110 15.668 1 0 0  211 
110 17.871 1 1 1 111 211 111
