ID TIME BLOCK BALANCE UBI PAY #ROBOT MEAN #VOTES #OKVOTES R? C?
102 3.907 4 21.00 0 0 13 0 0 0 False False
102 17.936 5 21.00 0 0 21 0 0 0 False False
102 19.545 5 21.00 0 0 21 0 0 0 False False
