ID TIME BLK %CPU CHAINDATASIZE
224 55.904 9 170699 25.16
224 100.906 10 173493 25.42
224 171.75 17 196403 25.96
224 190.84 17 196507 26.11
224 330.724 24 210882 26.86
224 336.8 24 210882 26.93
224 495.156 30 236592 28.12
224 600.046 36 254960 28.89
224 633.071 39 263141 29.21
224 674.433 42 271821 29.39
224 756.887 47 304970 29.8
224 770.446 48 307685 29.93
224 1001.195 58 333831 31.32
224 1020.728 60 340852 31.51
224 1120.129 64 354753 32.04
224 1122.868 64 354753 32.07
224 1330.483 74 396549 32.93
224 1348.259 75 400635 33.09
