ID TIME BLK %CPU CHAINDATASIZE
214 18.857 5 186460 33.49
214 29.191 5 186564 33.53
214 39.447 5 191361 33.6
214 48.823 5 191465 33.63
214 58.821 5 191465 33.61
214 68.845 5 191465 33.6
214 87.327 9 198466 33.7
214 89.383 9 198466 33.71
214 98.93 9 198466 33.72
214 108.957 9 198466 33.71
214 118.947 9 198466 33.69
214 128.91 9 198466 33.68
214 139.209 10 203268 33.71
214 149.145 10 203268 33.72
214 158.933 10 203268 33.76
214 168.942 11 206219 33.76
214 178.963 11 206219 33.78
214 189.136 11 206219 33.8
214 199.572 11 206219 33.83
214 209.001 11 206219 33.88
214 219.284 13 211974 33.92
214 229.047 13 212078 33.93
214 239.152 14 213225 33.96
214 365.526 21 241134 34.37
214 386.258 22 250526 34.46
214 448.157 25 260162 34.69
214 449.44 25 260162 34.7
214 459.061 25 260266 34.76
214 468.665 25 260370 34.79
214 478.69 25 260370 34.77
214 489.099 28 264289 34.81
214 498.79 28 264497 34.87
