ID TIME BLK #BLOCKS
226 16.058 10 1
226 38.015 11 1
226 59.228 12 1
226 88.938 13 1
226 106.592 14 2
226 120.837 15 1
226 147.603 15 2
226 158.699 16 1
226 179.165 17 1
226 183.651 18 1
226 228.44 19 1
226 248.406 20 1
226 258.68 21 1
226 262.056 21 1
226 274.958 22 1
226 288.492 23 1
226 328.198 24 3
226 417.855 24 1
226 421.518 26 2
226 468.126 28 2
226 481.746 29 1
226 517.377 30 1
226 565.392 34 3
226 600.441 37 7
226 622.229 37 1
226 633.31 38 1
226 658.118 41 1
226 677.975 42 2
226 696.944 43 1
226 717.237 44 1
226 724.695 45 1
226 739.615 46 1
226 767.757 46 1
226 774.184 48 2
226 788.947 49 1
226 799.897 50 1
226 867.665 52 2
226 978.152 54 2
226 986.864 58 5
226 1008.265 59 1
226 1098.532 60 2
226 1110.77 65 6
226 1123.61 66 1
226 1137.764 66 1
226 1147.303 67 2
226 1158.032 68 1
226 1186.825 69 1
226 1248.603 70 1
226 1270.813 71 1
226 1349.473 74 3
