ID TIME BLOCK BALANCE UBI PAY #ROBOT MEAN #VOTES #OKVOTES R? C?
212 5.295 1 21.00 0 0 7 0 0 0 False False
212 6.71 2 21.00 0 0 7 0 0 0 False False
212 8.189 3 21.00 0 0 7 0 0 0 False False
212 9.552 4 21.00 0 0 7 0 0 0 False False
212 19.901 5 21.00 0 0 20 0 0 0 False False
