ID TIME BLK CHAINDATASIZE %CPU
217 71.081 7 211022 62.68
217 100.047 8 214809 63.03
217 154.195 12 238020 63.81
217 208.418 16 249175 64.58
217 238.726 18 253961 64.99
217 289.965 21 272785 65.57
217 337.463 24 291715 66.17
217 371.73 26 297865 66.31
217 426.159 30 318837 66.88
217 476.578 33 329405 66.88
217 507.16 34 335661 67.21
217 562.141 38 360363 67.81
217 603.0 41 371380 68.25
217 648.26 44 384545 68.41
217 693.058 47 404658 68.34
217 740.188 50 426766 68.82
217 787.538 53 444777 69.22
217 831.754 56 457884 69.64
217 871.942 59 466471 70.01
217 935.374 63 494287 70.57
217 976.232 66 503454 70.93
217 1010.3 68 515867 71.08
217 1054.427 71 543964 71.45
217 1098.753 74 554160 71.81
217 1146.095 77 583991 72.19
217 1191.067 80 601689 72.53
217 1234.493 83 613728 72.86
217 1278.597 86 631780 73.18
217 1340.718 90 656944 73.52
