ID TIME BLK %CPU CHAINDATASIZE
211 38.958 4 177622 13.58
211 48.968 4 177622 13.6
211 58.999 4 177622 13.72
211 69.0 4 177622 13.85
211 79.037 4 177622 13.86
211 89.01 4 177622 13.87
211 99.302 5 178665 14.06
211 109.035 5 178665 14.18
211 119.028 5 178665 14.3
211 129.054 5 178665 14.31
211 139.155 5 178665 14.32
211 149.399 7 182543 14.57
211 159.112 7 182647 14.72
211 169.112 7 182647 14.84
211 179.439 9 189801 14.95
211 205.208 11 196165 15.59
211 236.362 13 202737 16.35
211 237.207 13 202737 16.38
211 247.006 13 202841 16.61
211 256.906 14 204331 16.88
211 266.88 14 204331 16.87
211 276.874 14 204331 16.88
211 286.902 14 204331 16.88
211 296.965 14 204331 16.88
211 307.121 14 204331 17.13
211 410.51 22 228955 18.54
211 532.704 25 237056 20.38
211 654.122 32 253397 21.13
211 777.687 37 277793 23.25
211 821.256 39 283994 23.88
211 834.522 40 288631 24.13
211 850.275 41 294247 24.42
211 851.101 41 294247 24.44
211 861.089 41 294351 24.66
211 870.563 41 294351 24.79
211 918.488 44 302171 25.22
211 960.648 45 305345 25.83
211 973.598 46 307319 25.93
211 1095.063 50 327094 27.23
211 1175.916 55 361348 28.0
211 1201.251 56 371128 28.38
211 1239.145 58 381269 28.75
211 1319.215 59 385614 29.39
211 1320.219 59 385614 29.41
211 1355.814 62 391890 29.83
211 1378.441 63 394537 30.05
211 1410.279 65 402680 30.43
211 1411.037 65 402680 30.44
211 1478.922 69 416316 31.39
211 1502.081 70 418924 31.58
211 1518.421 71 422208 31.85
211 1519.707 71 422208 31.87
211 1529.493 72 422208 32.04
211 1539.082 72 423742 32.07
211 1549.061 72 423742 32.03
211 1559.529 72 423742 32.1
211 1570.419 73 426438 32.29
211 1579.378 73 426542 32.43
211 1589.122 73 426542 32.46
211 1599.117 73 426542 32.43
211 1609.208 73 426542 32.4
211 1619.127 73 426542 32.46
211 1629.558 76 434859 32.51
211 1639.718 76 437689 32.67
211 1649.256 78 444427 32.83
211 1659.164 78 444635 32.87
211 1669.156 78 444635 32.84
211 1679.16 78 444635 32.8
211 1689.149 78 444635 32.76
211 1699.179 78 444635 32.72
211 1709.168 78 444635 32.69
211 1719.342 79 452225 32.83
