ID TIME BLK VOTE
210 79.149 7 1956521
210 107.856 9 None
210 167.446 13 3664688
210 214.343 16 3447893
210 244.485 18 None
210 286.987 21 None
210 334.825 24 None
210 393.986 28 3378820
