ID TIME BLK #BLOCKS
218 15.967 3 1
218 25.21 3 1
218 45.656 5 3
218 94.359 8 5
218 111.723 9 3
218 120.85 10 1
218 147.679 11 1
218 155.501 12 2
218 167.371 13 1
218 174.411 13 1
218 183.286 14 1
218 197.977 15 1
218 212.976 16 1
218 229.516 17 1
218 237.311 17 1
218 240.252 17 1
218 246.288 18 2
218 259.681 19 1
218 275.049 20 1
218 299.725 21 1
218 317.346 22 1
218 319.525 23 3
218 324.53 23 1
218 334.597 24 1
218 340.667 24 1
218 350.518 25 1
218 365.629 26 1
218 378.226 27 2
218 393.142 27 1
218 398.417 28 2
218 410.019 29 1
218 426.763 30 2
