ID TIME BLK VOTE
210 71.044 5 None
210 116.22 5 None
210 162.098 5 None
210 206.32 6 None
210 292.641 10 3247041
210 299.37 10 None
210 341.948 11 None
210 386.193 12 None
210 431.506 12 None
210 506.806 18 2940520
210 558.511 19 3064189
210 569.364 19 None
210 816.801 28 2925380
210 819.864 29 None
210 864.385 29 None
210 910.17 29 None
210 954.453 30 None
210 999.446 30 None
