ID TIME BLK #BLOCKS
224 16.031 3 1
224 38.234 4 2
224 47.941 5 1
224 60.804 6 1
224 80.111 7 1
224 93.086 8 1
224 100.359 8 1
224 108.378 9 1
224 121.651 10 1
224 137.055 11 1
224 150.555 12 1
224 163.018 12 1
224 172.735 13 3
224 183.386 14 1
224 187.601 14 1
224 197.738 15 1
224 207.334 15 2
224 217.158 16 2
224 231.013 17 1
224 250.893 18 1
224 268.345 19 2
224 292.79 21 3
224 301.478 22 1
224 307.986 22 1
224 316.222 23 1
224 340.253 24 3
224 380.279 27 4
224 395.552 28 3
224 406.891 28 2
224 414.025 29 1
224 415.987 29 1
224 447.757 30 1
224 462.442 32 2
224 481.101 33 1
