ID TIME BLK #BLOCKS
217 16.106 3 1
217 20.723 3 1
217 31.48 4 1
217 45.908 5 1
217 60.336 6 1
217 74.627 6 1
217 84.314 7 1
217 92.109 8 1
217 99.508 8 1
217 106.227 9 1
217 121.577 10 1
217 136.882 11 1
217 152.147 12 1
217 167.793 13 1
217 171.659 13 2
217 180.57 14 1
217 188.028 14 1
217 197.535 15 1
217 206.403 15 2
217 222.433 16 2
217 237.946 17 1
217 252.764 18 1
217 277.082 20 3
217 314.463 22 4
217 333.002 24 3
217 353.435 25 3
217 363.949 26 1
217 377.111 27 1
217 392.486 27 1
217 407.817 28 4
217 463.768 32 8
