ID TIME BLK %CPU CHAINDATASIZE
214 55.959 10 173295 25.8
214 101.078 10 173295 26.01
214 191.613 18 200030 26.67
214 196.116 18 200030 26.72
214 238.965 18 200238 26.83
214 283.892 21 206395 26.98
214 586.013 35 243361 29.13
214 621.648 38 254019 29.34
214 633.498 39 257381 29.46
214 680.607 42 276919 29.75
214 723.774 42 277335 29.9
214 767.459 42 277335 29.93
214 812.45 42 277335 29.99
214 857.433 42 277335 30.0
214 969.551 57 314255 30.63
214 1039.305 61 327135 31.03
214 1050.509 62 331240 31.14
214 1085.273 63 332981 31.34
214 1130.259 63 332981 31.36
214 1271.71 71 361520 31.95
214 1300.088 72 379140 32.21
214 1326.563 74 384202 32.45
