ID TIME BLK #BUFFER #GETH BUFFERPEERS GETHPEERS
222 0 3 0 0 [] []
222 55 3 0 2 [] ['209', '224']
222 108 3 0 0 [] []
222 161 3 0 0 [] []
222 212 3 0 1 [] ['209']
222 264 3 0 0 [] []
222 317 3 0 0 [] []
222 370 3 0 0 [] []
222 423 3 1 1 ['224'] ['224']
222 476 3 1 1 ['224'] ['224']
222 528 5 0 2 [] ['209', '224']
222 582 5 0 1 [] ['209']
222 634 6 0 0 [] []
222 687 6 0 0 [] []
222 740 6 1 0 ['224'] []
222 792 6 0 0 [] []
222 844 6 0 0 [] []
222 897 6 0 0 [] []
222 951 6 2 2 ['224', '209'] ['209', '224']
222 1011 8 0 1 [] ['224']
222 1062 8 0 0 [] []
222 1115 8 0 0 [] []
222 1168 8 0 0 [] []
222 1221 8 0 0 [] []
222 1275 8 0 0 [] []
222 1327 8 0 0 [] []
222 1380 8 1 1 ['209'] ['209']
222 1433 8 0 1 [] ['209']
222 1486 8 0 0 [] []
222 1539 8 1 0 ['209'] []
222 1592 8 0 0 [] []
222 1648 8 0 1 [] ['224']
222 1699 9 0 1 [] ['224']
222 1752 9 1 1 ['209'] ['209']
222 1805 9 1 0 ['209'] []
222 1859 10 1 0 ['209'] []
222 1909 10 1 0 ['209'] []
222 1963 10 1 0 ['224'] []
222 2016 11 1 1 ['224'] ['224']
222 2069 11 1 0 ['224'] []
222 2119 11 1 0 ['209'] []
222 2174 11 0 1 [] ['209']
222 2227 12 1 0 ['224'] []
222 2278 12 0 0 [] []
222 2331 12 1 0 ['209'] []
222 2382 13 1 0 ['209'] []
222 2435 13 0 0 [] []
222 2488 14 0 0 [] []
222 2541 14 0 0 [] []
222 2595 14 0 0 [] []
222 2648 14 0 0 [] []
222 2701 14 0 0 [] []
222 2754 14 0 0 [] []
222 2807 14 0 0 [] []
222 2860 14 0 0 [] []
222 2914 14 1 1 ['209'] ['209']
222 2966 14 0 0 [] []
222 3017 14 1 0 ['209'] []
222 3070 14 0 1 [] ['209']
222 3121 16 1 1 ['224'] ['224']
222 3175 16 0 1 [] ['224']
222 3228 16 1 0 ['209'] []
222 3280 16 0 1 [] ['209']
222 3330 17 1 0 ['224'] []
222 3384 18 0 1 [] ['224']
222 3437 18 0 0 [] []
222 3490 18 0 0 [] []
222 3543 18 0 0 [] []
222 3596 19 1 1 ['224'] ['224']
222 3650 19 0 0 [] []
222 3703 20 0 0 [] []
222 3756 20 1 1 ['209'] ['209']
222 3809 20 0 0 [] []
222 3863 20 0 0 [] []
222 3915 20 0 0 [] []
222 3968 20 0 0 [] []
222 4022 20 0 0 [] []
222 4075 20 0 0 [] []
222 4128 20 0 0 [] []
222 4181 20 0 0 [] []
222 4234 20 1 1 ['209'] ['209']
222 4287 21 0 1 [] ['209']
222 4340 21 0 0 [] []
222 4393 21 0 0 [] []
222 4446 21 0 0 [] []
222 4497 21 1 1 ['209'] ['209']
222 4550 21 0 0 [] []
222 4603 21 0 0 [] []
222 4656 21 0 0 [] []
222 4709 21 0 0 [] []
222 4762 21 0 0 [] []
222 4812 21 1 1 ['224'] ['224']
222 4865 21 0 0 [] []
222 4919 21 1 0 ['224'] []
222 4973 21 1 0 ['209'] []
222 5027 24 1 1 ['209'] ['209']
222 5080 24 1 1 ['209'] ['209']
222 5133 24 0 0 [] []
222 5186 24 1 1 ['224'] ['224']
222 5237 24 0 0 [] []
222 5288 24 0 0 [] []
222 5341 24 0 0 [] []
222 5394 24 0 0 [] []
222 5447 24 1 1 ['224'] ['224']
222 5500 24 0 0 [] []
222 5553 24 1 1 ['224'] ['224']
222 5606 27 1 0 ['224'] []
222 5658 27 2 1 ['224', '209'] ['209']
222 5711 27 2 1 ['224', '209'] ['209']
222 5764 27 2 1 ['224', '209'] ['224']
222 5818 28 1 0 ['209'] []
222 5869 28 0 0 [] []
222 5919 29 1 0 ['209'] []
222 5972 29 0 0 [] []
222 6025 29 0 0 [] []
222 6078 29 0 0 [] []
222 6131 29 0 0 [] []
222 6185 30 1 1 ['209'] ['209']
222 6236 30 0 1 [] ['209']
222 6289 30 1 0 ['209'] []
222 6341 30 0 0 [] []
222 6394 30 0 0 [] []
222 6448 30 0 0 [] []
222 6501 30 0 0 [] []
222 6554 30 0 0 [] []
222 6607 30 0 0 [] []
222 6660 30 0 0 [] []
222 6713 30 0 0 [] []
222 6767 30 0 0 [] []
222 6820 30 0 0 [] []
222 6873 30 0 0 [] []
222 6926 30 0 0 [] []
