ID TIME BLK BLOCK UBI PAY BALANCE MEAN #VOTES #OKVOTES C? BCSIZE CPU BLOCKHASH
222 529 5 4 40 0 0.01 5000000 0 0 False 166404 17.1
222 567 5 5 40 0 0.01 5000000 0 0 False 166404 17.12
222 645 6 6 0 0 60.01 5000000 0 0 False 167748 17.17
222 1039 8 7 0 0 20.01 5000000 3 0 False 172150 17.31
222 1069 8 8 0 0 20.01 5000000 3 0 False 172150 17.33
222 1728 9 8 0 0 60.01 5000000 0 0 False 179865 17.45
222 1747 9 9 0 0 60.01 5000000 0 0 False 179865 17.46
222 1766 9 9 0 0 60.01 5000000 0 0 False 179865 17.46
222 1891 10 10 20 40 20.01 2995079 3 3 False 185079 17.51
222 2010 11 11 0 0 80.01 2995079 4 3 False 186761 17.56
222 2298 12 11 20 40 20.01 2995079 4 3 False 189764 17.69
222 2326 12 12 20 40 20.01 2995079 4 3 False 189764 17.71
222 2393 13 13 0 0 80.01 2995079 4 3 False 191849 17.75
222 2499 14 14 0 0 80.01 2995079 4 3 False 193191 17.79
222 3127 16 15 0 0 80.01 2995079 6 3 False 197449 17.96
222 3149 16 16 0 0 80.01 2995079 6 3 False 197449 17.97
222 3350 17 17 0 0 40.01 3139824 7 6 False 198835 18.08
222 3444 18 18 20 0 40.01 3139824 8 6 False 201703 18.13
222 3606 19 19 20 0 40.01 3139824 8 6 False 203296 18.16
222 3709 20 20 0 0 20.01 3139824 9 6 False 204935 18.2
222 4340 21 20 20 0 40.01 3139824 8 6 False 207602 18.31
222 4359 21 21 20 0 40.01 3139824 8 6 False 207602 18.31
222 5033 24 22 0 40 20.01 3141548 12 9 True 213084 18.51
222 5054 24 23 0 40 20.01 3141548 12 9 True 213084 18.52
222 5076 24 24 0 40 20.01 3141548 12 9 True 213084 18.53
222 5599 27 25 0 0 100.01 3117860 13 12 True 216865 18.7
222 5623 27 26 0 0 100.01 3117860 13 12 True 217010 18.71
222 5645 27 27 0 0 100.01 3117860 13 12 True 217010 18.72
222 5856 28 28 0 0 100.01 3117860 14 12 True 218248 18.83
222 5921 29 29 0 0 60.01 3117860 16 12 True 219781 18.87
222 6201 30 29 0 0 100.01 3117860 14 12 True 222246 18.94
222 6233 30 30 0 0 100.01 3117860 14 12 True 222246 18.96
