ID TIME BLK #BUFFER #GETH #ALLOWED BUFFERPEERS GETHPEERS ALLOWED
211 6.609 2 0 0 0   
211 9.041 2 1 2 2 222;226 222 222;226
211 11.627 2 2 2 2 222;226 222;226 222;226
211 13.88 2 2 0 0  222;226 
211 16.209 3 2 0 0  222;226 
211 18.537 3 2 0 0  222;226 
211 20.917 3 1 1 1 224 222 224
211 23.465 3 2 1 1 224 224;222 224
211 25.907 3 1 1 1 224 224 224
211 28.365 3 1 1 1 224 224 224
211 30.913 4 1 1 1 224 224 224
211 32.935 4 1 3 3 224;214;226 224 214;226;224
211 35.483 4 2 2 2 214;226 224;214 214;226
211 38.028 4 2 2 2 214;226 224;214 214;226
211 40.311 4 2 0 0  224;214 
211 43.065 4 3 2 2 213;222 224;214;213 222;213
211 45.666 4 3 2 2 213;222 222;213;226 222;213
211 48.294 4 3 1 1 209 222;213;209 209
211 50.942 4 3 1 1 209 222;213;209 209
211 53.815 4 3 1 1 209 222;213;209 209
211 56.615 4 3 1 1 209 222;213;209 209
211 59.002 4 3 0 0  222;213;209 
211 61.247 4 3 0 0  222;213;209 
211 64.205 6 3 0 0  222;213;209 
211 66.451 6 2 0 0  222;209 
211 68.656 6 1 0 0  209 
211 71.065 6 0 0 0   
211 73.522 6 0 0 0   
211 76.039 6 0 0 0   
211 78.554 6 0 0 0   
211 81.05 6 0 0 0   
211 83.061 6 0 0 0   
211 85.599 6 0 1 1 222  222
211 88.108 6 1 1 1 222 222 222
211 90.246 6 1 0 0  222 
211 92.754 7 1 0 0  222 
211 95.32 8 1 0 0  222 
211 98.476 8 0 0 0   
211 100.941 8 1 1 1 218 218 218
211 103.349 8 2 2 1 218;214 218;214 218
211 105.862 8 2 2 2 218;214 218;214 218;214
211 108.021 8 2 2 1 218;214 218;214 218
211 110.476 8 2 2 2 218;214 218;214 218;214
211 112.743 8 2 1 1 218 218;214 218
211 114.976 8 2 1 1 218 218;214 218
211 117.481 8 2 0 0  218;214 
211 119.901 8 0 0 0   
211 122.407 8 0 0 0   
211 124.908 8 0 0 0   
211 127.419 8 1 1 1 222 222 222
211 129.494 8 1 1 1 222 222 222
211 131.996 10 1 1 1 222 222 222
211 134.164 10 1 0 0  222 
211 136.557 10 0 0 0   
211 138.718 10 1 0 0  222 
211 141.301 11 1 2 2 213;224 213 213;224
211 143.554 11 2 3 3 213;224;226 224;213 213;226;224
211 146.519 11 3 2 2 213;226 224;213;226 213;226
211 149.155 11 3 1 1 226 224;213;226 226
211 152.073 11 3 1 1 226 224;213;226 226
211 154.642 11 3 0 0  224;213;226 
211 157.428 12 3 1 1 210 224;213;226 210
211 160.442 12 4 1 1 210 224;210;213;226 210
211 163.871 12 4 0 0  224;210;213;226 
211 166.897 12 4 2 1 218;210 210;218;213;226 210
211 169.817 12 4 2 1 210;226 210;218;213;226 210
211 174.8 13 3 2 0 226;224 210;218;213 
211 178.348 13 3 1 0 226 224;210;218 
211 181.874 13 3 2 2 226;210 224;210;218 226;210
211 185.628 13 3 0 0  224;210;218 
211 188.771 14 2 0 0  224;218 
211 191.594 14 2 0 0  224;218 
211 194.481 14 1 1 1 209 224 209
211 197.153 14 1 1 1 209 224 209
211 199.758 14 2 1 1 209 224;209 209
211 203.018 15 2 1 0 209 218;209 
211 205.669 15 2 0 0  218;209 
211 208.399 15 2 1 1 209 218;209 209
211 210.783 15 1 2 2 209;218 209 218;209
211 214.423 15 3 3 3 209;218;222 224;218;209 218;222;209
211 217.297 16 3 2 1 218;217 217;218;209 218
211 220.188 16 4 2 2 217;214 217;218;214;209 217;214
211 222.704 16 3 1 1 214 217;218;214 214
211 225.163 16 3 0 0  217;218;214 
211 227.737 16 3 0 0  217;218;214 
211 230.159 17 2 0 0  217;214 
211 232.368 17 1 0 0  217 
211 235.246 17 2 0 0  217;214 
211 237.628 17 3 0 0  217;218;214 
211 240.434 17 4 1 1 213 217;218;214;213 213
211 242.906 17 4 1 1 213 217;218;214;213 213
211 245.526 18 3 1 1 213 217;214;213 213
211 247.841 18 1 0 0  213 
211 250.315 18 1 0 0  213 
211 252.77 18 1 0 0  213 
211 255.254 18 0 0 0   
211 257.29 18 0 0 0   
211 259.816 18 0 0 0   
211 262.338 18 0 0 0   
211 264.411 18 0 1 1 222  222
211 266.988 18 2 2 1 222;210 222;210 222
211 269.418 18 2 1 1 222 222;210 222
211 272.37 18 2 0 0  222;210 
211 274.887 19 2 1 1 222 222;210 222
211 277.759 20 2 0 0  222;210 
211 280.167 20 2 0 0  222;210 
211 283.142 20 2 1 0 214 222;210 
211 285.716 20 3 1 1 214 222;210;214 214
211 288.131 20 3 2 2 214;224 222;210;214 224;214
211 292.551 20 5 2 2 224;218 224;222;210;218;214 218;224
211 296.723 21 4 1 1 218 224;222;210;218 218
211 299.287 21 4 0 0  224;222;210;218 
211 301.815 21 2 0 0  224;218 
211 303.992 21 2 0 0  224;218 
