ID TIME TELAPSED TIMESTAMP BLOCK HASH PHASH DIFF TDIFF SIZE TXS UNC
103 6.272 420.03534603118896 -413.763 3 0xbd2b823372fbbfe19947ac7e9cc1994f01382df35e54500a18c40363022b3d04 0x621f4a13b18200f1f81b4167ff8c8773bf88b267ab140ed13ceecadfffae4fb5 2 6 1371 7 0
103 7.968 7.7312798500061035 0.237 4 0x7fd1b99292bbcaa12394886464ed76cf8b80bfcf367ff2a410e7a9f24bb4b6cd 0xbd2b823372fbbfe19947ac7e9cc1994f01382df35e54500a18c40363022b3d04 1 7 1371 7 0
