ID TIME BLK #BLOCKS
210 25.525 5 1
210 33.138 6 1
210 45.877 7 1
210 56.933 7 1
210 62.951 8 2
210 83.13 9 2
210 96.429 10 3
210 112.7 11 1
210 122.881 12 1
210 137.501 13 1
210 150.841 14 1
210 185.911 15 1
210 193.511 16 1
210 206.12 17 1
210 216.761 18 1
210 228.524 19 1
210 235.477 18 1
210 239.758 19 1
210 245.435 20 1
210 256.523 20 1
210 263.823 21 2
210 273.762 22 1
210 288.623 23 1
210 310.241 24 2
210 333.269 26 2
210 345.06 26 1
210 348.392 26 1
210 354.084 27 2
210 365.273 28 2
210 392.423 30 5
210 415.217 31 1
210 422.442 32 1
210 425.654 32 1
210 436.202 33 1
210 453.442 34 1
210 479.722 35 2
