ID TIME BLK #BUFFER #GETH #ALLOWED BUFFERPEERS GETHPEERS ALLOWED
217 5.567 5 0 0 0   
217 7.955 5 0 1 1 209  209
217 10.477 5 0 1 1 224  224
217 12.974 5 0 1 1 224  224
217 14.99 5 0 2 2 224;211  224;211
217 17.006 5 0 1 1 211  211
217 19.06 6 0 2 2 209;214  214;209
217 21.578 6 1 3 3 209;214;222 209 214;209;222
217 23.87 6 1 2 2 222;209 209 209;222
217 26.278 6 2 2 1 222;209 209;222 209
217 29.007 6 2 1 1 209 209;222 209
217 31.834 7 1 1 0 211 222 
217 34.413 7 2 0 0  211;222 
217 36.599 7 2 0 0  211;222 
217 39.036 7 2 0 0  211;222 
217 41.504 7 2 1 0 218 211;222 
217 44.152 7 3 2 2 218;224 211;222;218 224;218
217 46.867 8 3 1 1 218 211;222;218 218
217 49.428 8 3 0 0  211;222;218 
217 52.044 8 3 0 0  211;222;218 
217 54.519 8 3 0 0  211;222;218 
217 56.922 8 2 0 0  222;218 
217 59.417 8 1 0 0  222 
217 61.479 8 1 0 0  222 
217 64.049 9 1 0 0  222 
217 66.991 9 1 1 1 222 222 222
217 69.37 9 2 1 0 214 222;214 
217 71.702 9 2 0 0  222;214 
217 74.334 9 2 1 1 211 222;214 211
217 76.927 10 3 2 2 211;222 211;222;214 211;222
217 79.218 10 2 1 1 211 211;214 211
217 81.689 10 3 2 1 211;222 211;222;214 211
217 84.387 10 2 1 1 211 211;222 211
217 87.039 10 2 2 2 211;222 211;222 222;211
217 89.87 10 2 0 0  211;222 
217 92.255 11 2 1 1 222 211;222 222
217 94.824 11 0 1 1 222  222
217 97.115 11 0 1 1 222  222
217 100.339 11 0 1 1 222  222
217 103.483 11 0 2 2 214;222  214;222
217 106.673 11 2 1 1 213 222;213 213
217 110.312 11 2 2 2 209;213 222;213 209;213
217 113.735 11 2 1 1 213 211;213 213
217 117.384 12 2 1 1 209 211;213 209
217 120.046 12 1 0 0  213 
217 122.872 13 2 1 1 209 209;213 209
217 125.994 13 2 0 0  209;213 
217 130.317 13 3 2 1 209;214 209;214;213 209
217 133.401 13 3 2 2 226;224 209;214;213 224;226
217 138.082 14 4 3 2 224;214;222 209;222;214;213 214;224
217 140.868 14 3 1 1 214 209;214;213 214
217 144.162 14 3 0 0  209;214;213 
217 148.116 14 4 2 2 210;224 209;214;224;213 224;210
217 151.085 14 2 0 0  214;224 
217 154.134 15 2 0 0  214;224 
217 158.322 15 4 1 1 213 209;214;224;213 213
217 161.836 15 4 2 0 213;209 209;214;224;213 
217 164.721 15 4 1 1 213 209;214;224;213 213
217 168.581 16 3 2 2 209;213 209;224;213 209;213
217 171.849 16 4 1 1 218 209;224;213;218 218
217 175.11 16 4 3 3 218;213;222 209;224;213;218 222;218;213
217 179.622 16 5 2 1 213;222 209;222;224;213;218 213
217 182.638 17 4 1 1 214 209;222;213;218 214
217 185.318 17 3 0 0  222;213;218 
217 189.792 17 3 1 0 211 211;222;218 
217 193.11 17 3 0 0  211;222;218 
217 195.814 17 3 0 0  211;222;218 
217 198.779 18 3 0 0  211;222;218 
217 201.787 18 3 1 1 211 211;222;218 211
217 205.04 18 2 2 1 211;222 211;222 211
217 207.312 18 1 0 0  211 
217 210.062 18 2 2 2 222;214 211;214 214;222
217 212.227 19 1 2 2 214;210 214 214;210
217 215.079 19 3 1 0 210 222;214;210 
217 217.648 19 3 1 1 211 222;214;210 211
217 220.391 19 4 1 0 211 211;222;214;210 
217 223.186 19 4 0 0  211;222;214;210 
217 225.991 19 4 0 0  211;222;214;210 
217 229.143 20 4 0 0  211;222;214;210 
