ID TIME BLOCK BALANCE UBI PAY #ROBOT MEAN #VOTES #OKVOTES R? C?
116 2.736 1 21.00 0 0 8 0 0 0 False False
116 4.41 2 21.00 0 0 14 0 0 0 False False
116 6.196 3 21.00 0 0 14 0 0 0 False False
116 7.789 4 21.00 0 0 14 0 0 0 False False
