ID TIME TELAPSED TIMESTAMP BLOCK HASH PHASH DIFF TDIFF SIZE TXS UNC
116 1.301 446.70158219337463 -445.402 1 0x65940fccc3bd626e9ed3c4536732b61b16dbb8cf59bd006d504be6b58bb35440 0x8c4c1d7d3d184ec44c7f8c9a3632477117615a2b7b6936040838ecf306bf3325 2 3 610 0 0
116 3.034 433.43585681915283 -430.402 2 0xda388a95aef837c430c9e45879c6485b79fa005ca5701c03a17e9f2c358137d5 0x65940fccc3bd626e9ed3c4536732b61b16dbb8cf59bd006d504be6b58bb35440 1 4 1263 6 0
116 4.84 420.24104499816895 -415.402 3 0x7d1c0a0e48a3a1ecda3cb6839d62c1cbe274c34e3852459ea6981148233cd87b 0xda388a95aef837c430c9e45879c6485b79fa005ca5701c03a17e9f2c358137d5 1 5 830 2 0
116 6.524 5.925832033157349 0.598 4 0xf7b2778427f79696927303ce695badf33a5be92e861693367dc48248443c74a0 0x7d1c0a0e48a3a1ecda3cb6839d62c1cbe274c34e3852459ea6981148233cd87b 1 6 1371 7 0
