ID TIME #BUFFER #GETH #ALLOWED BUFFERPEERS GETHPEERS ALLOWED
116 0.075 0 0 0   
116 2.14 1 1 1 104 104 104
116 4.168 0 1 1 118  118
116 6.342 1 1 1 118 118 118
116 8.372 0 1 0 118  
116 10.604 1 1 1 118 118 118
116 12.794 1 1 1 118 118 118
116 15.002 1 1 1 118 118 118
116 17.197 0 0 0   
