ID TIME TELAPSED TIMESTAMP BLOCK HASH PHASH DIFF TDIFF SIZE TXS UNC
214 18.252 463.3609368801117 -445.11 1 0x65940fccc3bd626e9ed3c4536732b61b16dbb8cf59bd006d504be6b58bb35440 0x8c4c1d7d3d184ec44c7f8c9a3632477117615a2b7b6936040838ecf306bf3325 2 3 610 0 0
214 19.553 449.66276502609253 -430.11 2 0xda388a95aef837c430c9e45879c6485b79fa005ca5701c03a17e9f2c358137d5 0x65940fccc3bd626e9ed3c4536732b61b16dbb8cf59bd006d504be6b58bb35440 1 4 1263 6 0
