ID TIME BLK #BLOCKS
211 16.621 3 1
211 38.715 4 2
211 50.736 5 1
211 58.662 5 1
211 63.557 6 2
211 76.213 7 1
211 91.135 8 1
211 116.886 7 1
211 121.656 9 2
211 126.591 10 1
211 136.763 11 1
211 153.896 12 1
211 168.227 13 1
211 186.798 14 1
211 196.671 15 1
211 211.911 16 2
211 236.898 17 1
211 245.911 18 1
211 258.135 19 2
211 282.552 20 3
211 307.265 22 3
211 316.221 23 1
211 318.346 23 1
211 330.35 24 1
211 346.726 25 1
211 361.236 26 1
211 377.804 27 2
211 393.477 28 1
211 395.304 28 1
211 405.891 29 1
211 421.49 30 1
