ID TIME BLK #BUFFER #GETH BUFFERPEERS GETHPEERS
209 0 2 0 0 [] []
209 53 2 1 1 ['222'] ['222']
209 107 3 1 0 ['224'] []
209 159 4 1 0 ['224'] []
209 213 4 2 1 ['224', '222'] ['222']
209 265 4 0 0 [] []
209 318 4 0 0 [] []
209 371 4 1 0 ['224'] []
209 423 4 0 0 [] []
209 474 4 0 1 [] ['224']
209 528 5 0 1 [] ['222']
209 580 5 0 1 [] ['222']
209 634 6 0 1 [] ['224']
209 687 6 0 0 [] []
209 740 6 0 0 [] []
209 793 6 0 0 [] []
209 846 6 0 0 [] []
209 900 6 1 1 ['224'] ['224']
209 952 6 1 2 ['222'] ['222', '224']
209 1005 7 0 0 [] []
209 1059 7 0 0 [] []
209 1112 7 1 1 ['224'] ['224']
209 1165 7 1 0 ['224'] []
209 1218 7 0 0 [] []
209 1270 7 0 1 [] ['224']
209 1323 10 0 0 [] []
209 1375 10 1 0 ['222'] []
209 1427 10 1 1 ['224'] ['222']
209 1481 10 0 1 [] ['224']
209 1533 10 1 0 ['222'] []
209 1586 10 0 0 [] []
209 1639 10 1 0 ['224'] []
209 1693 9 0 1 [] ['224']
209 1748 9 2 1 ['222', '224'] ['222']
209 1799 9 2 0 ['224', '222'] []
209 1852 10 2 2 ['224', '222'] ['222', '224']
209 1906 10 2 0 ['222', '224'] []
209 1959 10 1 0 ['224'] []
209 2010 11 1 1 ['224'] ['224']
209 2063 11 0 0 [] []
209 2115 11 2 0 ['224', '222'] []
209 2170 11 0 2 [] ['222', '224']
209 2223 12 0 0 [] []
209 2276 12 1 0 ['224'] []
209 2329 12 1 0 ['222'] []
209 2383 13 1 0 ['222'] []
209 2436 13 0 0 [] []
209 2489 13 0 0 [] []
209 2542 13 1 1 ['224'] ['224']
209 2595 14 0 1 [] ['224']
209 2648 14 0 0 [] []
209 2701 14 0 0 [] []
209 2754 15 0 0 [] []
209 2807 15 0 0 [] []
209 2860 15 0 0 [] []
209 2913 15 1 1 ['222'] ['222']
209 2966 15 0 0 [] []
209 3019 15 2 1 ['224', '222'] ['224']
209 3070 15 0 1 [] ['222']
209 3123 16 0 0 [] []
209 3176 16 1 1 ['224'] ['224']
209 3230 17 1 1 ['222'] ['224']
209 3281 17 0 1 [] ['222']
209 3334 17 0 0 [] []
209 3388 17 1 0 ['224'] []
209 3440 17 0 1 [] ['224']
209 3493 17 0 0 [] []
209 3546 17 0 0 [] []
209 3599 17 0 0 [] []
209 3652 17 0 0 [] []
209 3705 17 0 0 [] []
209 3758 17 1 1 ['222'] ['222']
209 3809 20 0 0 [] []
209 3862 20 0 0 [] []
209 3915 20 0 0 [] []
209 3968 20 0 0 [] []
209 4021 20 0 0 [] []
209 4074 20 0 0 [] []
209 4128 20 0 0 [] []
209 4181 20 0 0 [] []
209 4235 20 1 1 ['222'] ['222']
209 4288 21 0 1 [] ['222']
209 4339 21 1 0 ['224'] []
209 4393 21 0 1 [] ['224']
209 4445 22 0 0 [] []
209 4498 22 1 1 ['222'] ['222']
209 4552 22 0 0 [] []
209 4605 22 0 0 [] []
209 4658 22 0 0 [] []
209 4711 22 0 0 [] []
209 4762 22 1 1 ['224'] ['224']
209 4816 23 0 1 [] ['224']
209 4869 23 0 0 [] []
209 4922 23 1 0 ['224'] []
209 4974 23 1 0 ['222'] []
209 5027 24 1 1 ['224'] ['222']
209 5080 24 0 1 [] ['222']
209 5130 24 0 0 [] []
209 5183 25 0 0 [] []
209 5236 25 0 0 [] []
209 5290 26 1 1 ['224'] ['224']
209 5343 26 1 1 ['224'] ['224']
209 5395 26 0 0 [] []
209 5449 27 0 0 [] []
209 5502 27 0 0 [] []
209 5555 27 0 0 [] []
209 5608 27 0 0 [] []
209 5660 27 0 1 [] ['222']
209 5711 27 1 1 ['222'] ['222']
209 5763 28 1 0 ['222'] []
209 5816 28 0 0 [] []
209 5869 28 0 0 [] []
209 5923 28 1 0 ['222'] []
209 5979 28 1 1 ['224'] ['224']
209 6031 29 0 0 [] []
209 6081 29 1 0 ['224'] []
209 6133 29 2 0 ['224', '222'] []
209 6187 29 1 1 ['222'] ['222']
209 6238 30 1 1 ['224'] ['222']
209 6289 30 1 0 ['222'] []
209 6342 31 1 0 ['224'] []
209 6395 31 0 0 [] []
209 6448 31 0 0 [] []
209 6500 31 0 0 [] []
209 6553 31 1 0 ['224'] []
209 6606 31 1 0 ['224'] []
209 6660 31 1 0 ['224'] []
209 6712 31 1 0 ['224'] []
209 6766 31 1 0 ['224'] []
209 6819 31 0 0 [] []
209 6872 31 0 0 [] []
209 6925 31 0 0 [] []
