ID TIME BLK #BLOCKS
210 17.927 4 1
210 64.51 5 2
210 79.658 7 4
210 120.875 10 5
210 143.977 11 1
210 148.208 12 1
210 154.308 12 1
210 160.502 13 1
210 175.906 14 1
210 190.139 15 1
210 206.072 16 2
210 227.898 17 1
210 237.601 18 1
210 253.717 19 1
210 273.443 20 1
210 305.922 22 4
210 338.765 24 7
210 390.189 27 4
210 463.633 32 10
210 564.79 38 10
210 614.828 41 4
210 669.271 45 7
210 689.231 46 1
210 692.83 47 1
210 714.785 48 1
210 723.712 49 3
210 770.872 52 5
210 821.391 55 8
210 857.726 58 5
210 923.022 62 6
210 954.693 64 3
210 963.215 65 1
210 976.278 66 1
210 991.808 67 1
210 1008.018 68 1
210 1018.383 68 2
210 1042.379 70 3
210 1081.281 73 4
210 1122.69 75 3
210 1140.425 75 1
210 1155.929 77 2
210 1165.185 78 2
210 1192.315 80 3
210 1222.27 82 5
210 1294.701 87 8
210 1334.763 89 5
