ID TIME TELAPSED TIMESTAMP BLOCK HASH PHASH DIFF TDIFF SIZE TXS UNC
205 6.306 6.96574592590332 -0.66 1 0xde39c0c3e03af2e4194fd0c4363941a48812f9184d3ade7d58746060dd0ff7d9 0x8c4c1d7d3d184ec44c7f8c9a3632477117615a2b7b6936040838ecf306bf3325 1 2 722 1 0
205 7.946 8.605658054351807 -0.66 1 0x73d8a2d978611f44e2ee02581bcd4c1bd348cce9172a81d520dd5cdb8a6715d6 0x8c4c1d7d3d184ec44c7f8c9a3632477117615a2b7b6936040838ecf306bf3325 1 2 722 1 0
205 15.573 1.233018159866333 14.34 2 0xc98a3ba8e47d0e56d0063698a83bea0c22be174c133ded50eaac0a011146a38a 0x73d8a2d978611f44e2ee02581bcd4c1bd348cce9172a81d520dd5cdb8a6715d6 1 3 830 2 0
