ID TIME BLOCK BALANCE UBI PAY #ROBOT MEAN #VOTES #OKVOTES R? C?
205 7.593 1 21.00 0 0 1 0 0 0 False False
205 9.225 1 21.00 0 0 1 0 0 0 False False
205 16.926 2 21.00 0 0 3 0 0 0 False False
