ID TIME BLK #BUFFER #GETH #ALLOWED BUFFERPEERS GETHPEERS ALLOWED
210 7.401 2 0 0 0   
210 9.825 2 1 1 1 222 222 222
210 12.423 2 1 0 0  222 
210 14.827 2 0 0 0   
210 16.853 3 0 0 0   
210 19.402 3 0 0 0   
210 21.914 3 0 1 1 213  213
210 24.512 3 1 2 2 213;214 213 214;213
210 26.999 3 2 2 2 213;214 214;213 214;213
210 29.867 3 2 1 1 214 214;213 214
210 32.199 4 2 1 1 214 214;213 214
210 34.814 4 2 1 1 214 214;213 214
210 37.456 4 2 2 2 214;222 214;213 214;222
210 39.808 4 2 2 2 214;209 214;213 214;209
210 41.917 4 2 2 2 214;209 214;213 214;209
210 44.467 4 3 2 2 214;209 214;209;213 214;209
210 46.949 4 3 1 1 214 214;209;213 214
210 49.637 5 3 1 1 214 214;209;213 214
210 52.222 5 3 1 1 214 214;209;213 214
210 54.648 5 1 2 2 214;224 214 214;224
210 57.362 5 1 2 2 214;224 214 214;224
210 59.724 5 2 1 1 224 214;224 224
210 62.393 6 2 1 1 224 214;224 224
210 64.703 6 2 0 0  214;224 
210 67.384 6 2 1 1 224 214;224 224
210 70.146 6 2 1 1 224 214;224 224
210 72.515 6 2 1 0 224 214;224 
210 75.543 6 2 3 2 224;213;222 214;224 224;222
210 78.541 7 3 2 1 213;222 214;213;224 213
210 81.561 7 3 4 3 213;222;226;224 213;222;224 224;213;222
210 85.173 7 4 2 2 222;226 213;226;222;224 226;222
210 88.256 7 3 2 1 226;222 213;226;222 222
210 91.028 7 3 2 2 226;222 213;226;222 226;222
210 93.842 7 3 1 1 222 213;226;222 222
210 96.823 7 3 1 1 226 213;226;222 226
210 101.462 8 3 2 1 226;214 213;226;222 226
210 107.816 8 6 3 1 214;224;211 214;211;213;226;222;224 214
210 115.542 9 6 2 1 224;213 214;211;213;226;222;224 224
210 119.348 9 4 2 1 213;211 214;211;213;222 213
210 123.735 9 3 2 1 222;218 218;211;222 218
210 129.063 10 4 1 1 209 218;211;226;222 209
210 131.667 10 4 2 2 211;224 218;211;226;222 224;211
210 134.63 10 4 2 2 211;224 218;211;226;222 224;211
210 137.422 10 3 2 1 211;224 218;226;222 211
210 142.364 11 5 1 0 224 214;218;211;222;224 
210 147.153 11 5 2 1 211;224 214;218;211;222;224 211
210 152.275 11 4 2 2 224;214 218;211;222;224 214;224
210 155.508 11 3 2 1 214;222 214;218;222 222
210 159.083 12 3 3 2 222;224;214 214;218;222 222;224
210 162.572 12 2 1 0 224 214;218 
210 165.165 12 3 2 2 224;214 214;218;224 214;224
210 167.721 12 2 2 1 214;209 214;224 209
210 170.128 12 2 2 2 209;224 214;209 209;224
