ID TIME BLK VOTE
224 98.803 8 2338129
224 101.356 8 None
224 145.813 9 None
224 318.86 20 3603202
224 359.133 22 3539898
224 366.164 22 None
224 474.741 28 3637951
224 528.625 31 3372753
224 530.981 31 None
