ID TIME BLK #BLOCKS
217 17.366 3 1
217 28.719 3 1
217 41.419 4 4
217 55.878 5 1
217 61.46 6 1
217 75.247 7 1
217 106.71 8 1
217 123.781 10 2
217 129.306 10 1
217 147.163 11 1
217 154.445 12 1
217 168.165 13 2
217 188.324 14 1
217 198.321 15 1
217 216.986 16 1
217 232.033 17 2
217 254.121 18 2
217 266.709 19 1
217 271.928 20 1
217 287.67 21 1
217 293.251 21 1
217 301.575 22 1
217 303.645 22 1
217 317.37 23 1
217 326.87 23 1
217 330.772 24 2
217 346.601 25 1
217 356.443 25 1
217 360.449 26 1
217 375.606 27 1
217 391.783 28 1
217 407.127 29 1
217 420.8 30 1
