ID TIME BLK #BLOCKS
222 17.376 4 1
222 25.528 4 1
222 31.52 5 1
222 46.831 6 1
222 51.007 6 1
222 62.51 7 1
222 76.791 8 1
222 94.694 8 2
222 105.585 9 2
222 124.649 10 2
222 149.42 12 2
222 184.285 14 2
222 193.099 15 1
222 235.373 18 3
222 252.126 19 1
222 285.01 20 1
222 289.111 21 1
222 305.099 22 1
222 317.123 22 3
222 341.393 24 5
222 364.597 25 1
222 385.394 27 1
222 395.682 28 1
222 407.304 28 1
222 424.675 29 3
222 466.269 32 5
222 493.447 34 2
222 508.417 34 1
222 522.653 35 2
222 532.081 36 2
222 555.323 38 1
222 572.545 39 2
222 590.742 40 1
222 601.975 41 1
222 613.163 41 1
222 633.157 43 3
222 693.906 47 6
222 788.525 53 11
222 929.778 62 15
222 1091.01 72 14
222 1237.615 82 16
