ID TIME BLK #BLOCKS
211 15.936 3 1
211 22.937 3 1
211 36.331 4 1
211 49.46 5 1
211 68.03 6 1
211 84.672 7 4
211 106.581 8 2
211 110.503 9 1
211 123.385 10 1
211 137.925 11 2
211 161.267 12 2
211 169.01 13 1
211 177.303 13 1
211 182.639 14 1
211 199.088 15 1
211 213.776 16 1
211 229.894 16 1
211 238.149 16 1
211 244.364 17 2
211 254.9 17 1
211 261.221 18 1
211 274.677 19 1
211 278.196 18 1
211 282.025 19 1
211 292.803 20 1
211 303.86 20 1
211 312.736 21 1
211 322.094 22 1
211 328.941 22 1
211 337.116 23 1
211 347.945 23 2
211 361.251 24 1
211 379.698 25 1
211 396.894 26 1
211 419.085 27 2
211 458.928 30 5
