ID TIME TELAPSED TIMESTAMP BLOCK HASH PHASH DIFF TDIFF SIZE TXS UNC
208 5.284 3.2415149211883545 2.042 4 0xe7ae66f82b8c195909c990bcc7d8345c83f0177dbfa2fa8d978e7212f37a51c0 0x414075c59107704e7f93f9c902b81edf40fc24bcce3cf8a7ce14753dda9d2e24 1 6 1155 5 0
