ID TIME BLK #BLOCKS
226 16.278 3 1
226 30.712 4 1
226 52.341 5 2
226 79.122 7 3
226 99.321 8 2
226 107.953 9 1
226 117.515 9 1
226 127.092 10 1
226 145.829 11 4
226 205.449 14 4
226 257.655 18 5
226 273.138 20 2
226 288.218 21 1
226 302.662 22 1
226 319.137 23 2
226 336.629 24 1
226 343.437 24 1
226 349.724 25 1
226 364.14 26 1
226 377.244 27 1
226 385.75 27 1
226 392.018 28 1
226 409.118 29 1
226 412.34 29 1
226 426.285 30 1
226 432.664 30 6
226 481.975 32 3
226 497.042 34 2
226 502.721 35 1
226 517.269 36 1
226 531.869 37 1
226 540.478 37 1
226 547.721 38 1
226 563.105 39 1
226 582.722 40 3
226 654.098 45 9
226 759.746 52 10
226 835.393 57 10
226 851.974 58 1
226 863.866 59 1
226 876.171 59 1
226 892.237 60 1
