ID TIME BLK #BLOCKS
209 16.485 3 1
209 32.965 4 1
209 47.138 5 1
209 64.808 6 1
209 78.117 7 1
209 93.632 8 1
209 106.295 8 2
209 114.716 9 1
209 127.983 10 1
209 149.217 11 1
209 157.552 12 2
209 173.728 13 1
209 181.967 13 1
209 190.054 14 2
209 200.576 15 1
209 207.982 15 2
209 225.708 16 1
209 239.169 17 2
209 258.299 18 1
209 265.378 19 2
209 270.109 19 1
209 278.736 20 1
209 292.328 21 2
209 298.684 21 1
209 308.32 22 1
209 323.104 23 1
209 328.807 23 1
209 338.778 24 1
209 354.391 25 2
209 389.54 27 3
209 444.587 31 7
209 466.811 32 1
209 474.493 33 1
