ID TIME BLK TELAPSED TIMESTAMP BLOCK HASH PHASH DIFF TDIFF SIZE TXS UNC
213 19.046 3 4.0454771518707275 15 3 0xef732733cf684ae8d5c7fdccfade7873979336b11dbbffbc03645cb28b1dd977 0x300e19ee60e382a2a56d05655177107ca152f0191325088ba18a3c5d88dcc988 1 6 1765 11 0
213 25.16 3 10.159250020980835 15 3 0xc497f6387127572baf4eb689f2d502615c3f0d59bf788a35322006cac63a574d 0x300e19ee60e382a2a56d05655177107ca152f0191325088ba18a3c5d88dcc988 1 6 1765 11 0
213 30.922 3 15.921370029449463 15 3 0xfd8c3fbca53c3489f18527f438f65224ce0dae86fb5ccca012ae0c2b7e75f967 0x300e19ee60e382a2a56d05655177107ca152f0191325088ba18a3c5d88dcc988 1 6 1765 11 0
213 38.692 4 8.681698083877563 30 4 0x7317208a48bd81ff81a8a336e6403462207f1f2df35d1f9a8980d304012e7c6d 0xfd8c3fbca53c3489f18527f438f65224ce0dae86fb5ccca012ae0c2b7e75f967 1 7 1443 8 0
213 46.286 5 16.286106824874878 30 4 0x18c309c74fee229bdfcc9d9763a504b13ae95886d923408afe055e6c81ba0c4a 0xef732733cf684ae8d5c7fdccfade7873979336b11dbbffbc03645cb28b1dd977 1 7 1443 8 0
213 54.307 5 9.306632041931152 45 5 0x9b9a3555cc3436d4d0330d35667fe67e9f8a2239a49a47d9a17681f12da3f435 0x18c309c74fee229bdfcc9d9763a504b13ae95886d923408afe055e6c81ba0c4a 1 8 1027 4 0
213 62.764 5 17.76392912864685 45 5 0x69c988bee89b684e0acc79676924c5aa978d9db9c122238dd125ec65d9ec70c4 0x7317208a48bd81ff81a8a336e6403462207f1f2df35d1f9a8980d304012e7c6d 1 8 1235 6 0
213 69.445 6 39.445061922073364 30 4 0xb3e2b80138d25bd210ecd7c336ecc6f942ab0f7d9fd4ce1f4bfcbbeebb03c3f8 0xc497f6387127572baf4eb689f2d502615c3f0d59bf788a35322006cac63a574d 2 8 1339 7 0
213 74.023 6 29.01743197441101 45 5 0xa5f4a30f1a174410c763fd9b531398c33c72182c5c2b4809ffb3b6ac16a7aa0d 0xb3e2b80138d25bd210ecd7c336ecc6f942ab0f7d9fd4ce1f4bfcbbeebb03c3f8 1 9 1235 6 0
213 78.743 6 15.742533922195435 63 6 0x8539b3adc4cd6475d05cf8b0c4d04f07b2358e1c4859658143fde00a6c5a5313 0xa5f4a30f1a174410c763fd9b531398c33c72182c5c2b4809ffb3b6ac16a7aa0d 1 10 606 0 0
