ID TIME BLK #BLOCKS
214 17.581 4 1
214 36.165 5 5
214 69.559 7 3
214 90.161 8 1
214 109.512 10 4
214 138.592 11 1
214 167.768 14 2
214 182.751 15 2
214 199.074 16 1
214 215.396 17 1
214 232.891 18 2
214 267.077 20 2
214 307.25 23 3
214 351.738 26 4
214 386.923 28 5
214 434.736 31 3
214 445.366 32 1
214 453.558 33 1
214 469.047 34 1
214 483.502 35 1
214 498.402 36 1
214 519.314 37 1
214 533.128 38 2
214 567.103 40 3
214 582.33 41 1
214 605.399 42 1
214 611.661 43 2
214 620.171 44 2
214 634.119 45 1
214 645.444 45 1
214 652.456 46 2
