S1 S2 S3
0 0 0
209 231 249
218 239 256
224 248 256
224 231 250
217 231 256
213 232 957
213 235 957
215 957 956
216 960 957
334 959 956
960 960 957
526 960 958
217 240 958
215 236 263
216 233 259
214 233 259
214 235 259
216 236 260
215 236 256
216 235 256
220 232 256
960 865 256
960 519 250
960 233 256
960 231 250
215 233 256
214 236 248
187 211 224
209 229 246
209 227 256
210 227 247
207 228 245
960 229 246
960 959 248
960 232 245
778 228 248
212 226 244
210 227 244
210 225 242
211 226 243
212 228 244
210 227 244
185 206 222
182 203 218
187 207 221
210 228 243
209 230 243
203 223 238
195 216 230
207 227 243
211 226 243
207 225 241
207 226 242
207 224 241
207 226 241
209 228 244
207 226 242
205 226 242
206 227 243
211 225 242
210 228 243
207 225 242
213 226 242
209 229 243
185 203 218
189 210 223
184 206 220
209 229 35
960 960 956
960 960 955
957 957 949
959 959 952
960 959 954
960 959 954
960 960 954
959 959 949
203 224 236
207 224 238
206 225 243
206 224 238
207 227 244
198 219 231
207 226 241
212 228 244
203 219 233
216 228 241
213 226 242
211 226 244
211 225 242
211 226 242
210 226 242
216 226 243
197 215 228
214 228 244
211 228 245
217 441 248
230 960 958
209 959 957
199 216 520
207 227 247
211 228 236
184 204 217
209 228 242
211 227 243
214 228 243
210 230 242
211 226 241
215 227 243
211 227 243
212 227 241
215 227 242
492 228 242
960 228 244
212 225 245
207 224 239
209 226 241
205 212 225
190 204 217
192 211 224
211 226 242
207 226 241
214 227 240
212 227 245
212 228 540
211 227 239
210 226 239
209 226 239
210 225 239
207 226 239
210 226 238
207 225 239
211 225 239
182 201 219
210 224 239
194 211 226
186 204 218
210 219 237
195 214 228
190 206 222
189 206 220
211 225 239
209 225 240
211 226 239
213 227 243
211 226 240
199 220 234
207 226 239
960 228 239
960 960 240
961 960 958
960 960 958
960 960 958
960 960 959
960 960 958
960 959 958
960 960 958
957 956 227
224 922 241
201 746 228
960 960 337
960 960 958
961 960 959
961 960 958
960 960 958
957 957 955
960 960 958
960 960 958
960 960 957
960 903 246
469 232 242
211 231 242
204 227 238
187 207 222
189 209 221
212 229 241
211 230 241
203 220 952
212 958 956
960 959 956
211 960 958
214 231 245
212 231 241
212 231 242
210 228 245
211 230 241
211 231 243
211 228 239
206 226 239
205 224 234
209 228 241
211 229 242
212 230 241
209 229 242
212 230 241
210 228 239
214 230 241
211 229 240
207 228 239
211 229 239
207 225 239
209 229 239
209 227 238
209 226 238
207 226 241
207 228 238
207 226 239
206 226 239
207 224 238
213 226 238
206 225 234
206 227 239
209 229 241
209 225 238
207 225 238
206 225 239
206 225 237
960 224 238
960 470 237
960 960 238
960 958 238
960 742 235
960 960 957
645 226 956
655 226 239
960 323 236
