S1 S2 S3
0 0 0
161 166 131
190 194 154
190 192 153
190 194 152
171 179 140
188 195 152
190 199 154
189 197 154
189 194 153
189 195 152
188 196 152
187 194 153
188 195 154
956 207 153
959 957 952
959 957 951
959 957 951
959 958 952
958 958 952
958 958 952
953 948 832
958 958 190
951 943 134
958 190 154
185 184 148
188 190 154
185 188 154
188 189 154
186 188 152
187 188 152
189 189 156
188 190 154
188 190 153
189 190 154
187 189 154
190 947 154
190 957 897
957 958 951
959 958 947
959 958 950
959 958 951
959 958 951
958 958 951
958 959 950
188 959 951
186 187 952
187 189 154
188 189 153
187 188 152
190 192 152
189 190 153
189 189 153
188 191 153
189 192 153
189 190 152
187 189 154
188 194 154
188 190 153
187 187 154
184 188 153
184 190 152
187 188 154
187 190 152
186 189 152
187 191 154
187 189 153
189 193 152
188 194 153
188 194 154
181 185 146
176 181 422
168 175 140
188 195 153
193 192 152
958 959 952
959 959 952
959 959 951
959 959 951
959 959 951
957 958 952
933 930 845
867 855 767
165 173 143
177 183 148
186 189 155
189 191 154
189 193 154
184 187 153
185 190 153
189 190 154
959 958 950
959 958 951
958 957 951
958 958 951
958 958 951
958 957 950
958 958 951
184 187 156
184 189 152
188 191 153
184 189 154
182 186 152
186 190 153
187 190 152
186 186 152
185 189 152
184 186 151
186 190 151
186 188 152
187 188 152
185 187 149
173 178 142
170 177 139
186 188 152
184 187 149
181 186 147
188 189 152
181 185 148
187 188 151
185 189 149
186 188 149
186 187 150
187 189 150
184 186 149
958 189 152
184 192 145
157 169 128
157 169 128
159 169 128
162 173 129
165 175 128
168 178 132
173 182 134
186 204 158
187 391 153
248 181 142
173 175 139
190 191 150
186 192 152
160 164 130
160 163 129
190 189 153
153 158 128
187 193 151
170 176 137
165 172 134
188 192 152
188 191 150
188 189 150
190 192 151
190 193 149
189 187 146
188 186 948
956 957 950
957 193 152
180 178 138
957 194 153
958 204 153
959 959 153
952 952 839
812 810 138
938 897 135
959 189 151
948 877 142
957 189 149
958 186 148
196 190 151
959 958 940
958 958 950
959 958 950
958 958 950
958 959 952
958 958 952
959 959 951
954 959 950
958 959 951
957 957 942
958 958 952
958 957 910
958 957 874
958 957 850
959 956 836
959 959 938
958 959 947
959 959 943
958 958 950
959 959 949
957 958 951
957 958 952
958 958 952
958 957 950
192 957 950
182 184 145
186 187 146
177 182 141
184 186 147
182 187 148
182 186 149
183 189 150
184 188 152
181 184 147
183 186 148
183 186 149
181 187 148
181 184 145
182 189 147
184 187 149
182 186 146
184 189 149
182 185 146
177 182 141
181 187 147
178 187 149
183 189 150
182 190 150
957 193 164
958 958 951
958 958 950
958 958 951
957 956 933
959 959 950
958 958 949
956 956 944
697 958 951
182 959 952
282 958 948
957 958 952
958 957 950
957 959 952
956 957 949
959 959 952
958 959 952
958 958 952
957 958 950
957 958 950
958 958 952
959 959 952
959 959 952
954 953 878
470 799 611
156 159 148
154 157 124
169 172 168
184 189 743
183 188 951
184 189 950
180 186 950
182 189 952
181 189 948
181 186 145
182 187 145
179 184 143
184 190 147
157 163 128
179 189 145
953 188 148
959 958 950
959 958 952
957 957 951
958 959 952
957 957 950
958 958 950
958 958 950
923 958 952
181 185 147
182 184 146
178 184 145
184 189 147
184 188 148
186 187 145
180 188 143
957 190 146
959 957 880
959 957 162
953 937 128
959 958 138
958 958 146
959 771 147
