S1 S2 S3
0 0 0
204 217 191
207 220 193
244 258 229
205 218 191
219 229 201
208 222 194
210 224 198
209 222 194
210 224 197
207 221 193
207 220 192
206 219 191
206 219 192
206 219 191
205 217 191
204 220 220
225 250 220
234 249 219
235 249 219
237 256 222
242 259 224
247 262 227
314 329 286
294 315 277
261 271 239
262 261 230
741 260 228
781 260 227
306 330 298
239 257 233
242 256 224
244 259 229
246 261 233
250 265 234
256 268 237
246 258 231
248 262 230
243 256 228
239 256 225
237 251 220
238 248 222
235 245 220
239 252 222
236 251 220
242 256 226
239 256 222
244 258 227
241 251 221
239 256 225
241 256 227
238 256 225
239 256 226
239 256 224
243 258 229
244 257 228
239 256 228
242 256 226
242 256 224
239 256 224
239 256 224
237 251 221
235 249 219
236 249 221
233 250 220
236 251 218
237 251 222
239 256 220
243 256 223
245 256 225
685 266 224
795 786 430
825 832 708
809 818 708
783 806 716
748 780 728
684 717 690
676 718 673
312 701 414
235 250 394
232 256 598
234 460 598
234 655 583
239 663 590
372 679 614
627 674 629
679 698 669
258 662 690
242 257 320
242 259 235
246 262 244
248 267 244
251 272 250
256 276 250
256 276 244
258 280 256
256 277 251
256 273 250
250 273 244
256 278 245
256 270 239
257 275 236
256 277 238
263 280 236
479 549 236
924 909 714
945 915 766
951 943 834
940 913 811
898 893 827
855 888 857
815 874 881
508 780 785
244 269 696
256 276 243
309 335 297
315 328 290
263 277 238
312 332 283
268 286 247
313 320 285
271 287 250
270 288 250
317 339 302
307 329 296
250 267 240
321 337 303
327 339 299
266 280 247
259 273 246
256 271 247
252 270 239
247 266 234
246 266 237
248 267 238
248 267 237
256 271 240
256 270 238
293 314 276
276 285 252
475 268 236
960 339 303
423 930 534
316 960 958
352 924 854
256 475 943
248 860 818
270 863 800
704 863 728
270 783 686
246 264 654
246 258 229
245 258 228
239 256 226
241 256 226
239 256 224
240 252 224
243 258 227
551 258 227
726 643 220
802 276 229
795 263 230
308 263 230
245 261 231
242 263 233
256 268 238
281 280 244
915 403 246
925 938 526
943 946 833
944 945 832
945 943 819
929 914 732
910 879 289
844 790 224
767 428 217
368 249 218
238 247 219
233 246 219
235 248 221
233 247 216
236 249 221
234 248 219
233 249 222
233 248 222
461 250 224
687 622 257
708 729 298
742 759 229
768 453 234
769 264 233
705 260 234
261 256 230
234 256 227
235 250 224
232 245 218
229 244 218
228 243 217
227 243 214
227 243 218
229 244 218
231 246 221
234 246 419
415 248 621
679 625 640
721 755 666
797 821 699
822 832 703
802 813 699
812 809 711
813 824 720
814 832 723
257 815 745
252 263 590
315 332 958
243 391 689
312 335 956
318 335 289
287 312 275
256 271 239
243 259 229
239 256 227
239 256 226
310 335 301
280 292 257
236 246 222
232 259 591
230 256 600
228 251 597
231 249 610
233 249 627
234 247 640
234 246 640
232 247 618
233 248 259
233 246 223
230 244 218
300 313 266
322 340 299
266 274 236
267 279 242
250 263 230
246 261 231
246 264 234
281 303 272
256 268 243
256 266 234
238 256 222
235 248 218
233 248 220
235 250 220
234 248 221
234 251 226
239 256 226
239 256 229
241 257 235
243 260 237
244 262 236
242 262 232
243 260 231
237 256 226
261 280 239
312 323 293
316 335 300
241 258 224
246 256 230
241 248 224
238 251 224
317 333 294
243 256 227
242 250 227
243 256 228
246 257 231
242 257 230
239 256 226
237 250 224
236 250 222
276 289 256
322 340 307
308 327 303
262 301 262
250 265 236
241 257 229
242 258 226
242 256 227
239 250 225
237 256 224
239 256 221
239 256 224
256 256 226
664 256 225
751 261 226
751 546 226
754 775 226
740 760 331
721 734 632
699 718 640
684 709 640
686 711 404
689 267 193
211 218 194
201 217 194
203 220 198
219 235 211
204 217 192
213 217 191
619 218 190
948 230 199
854 234 194
211 219 192
207 219 196
237 256 218
210 218 193
210 220 193
213 229 199
212 226 198
206 219 193
206 218 192
207 217 192
205 217 191
206 219 195
204 218 193
203 217 192
202 218 192
203 218 192
203 220 192
205 219 193
214 217 191
497 218 192
686 216 190
697 218 189
700 323 190
655 624 192
659 697 610
666 684 619
673 692 625
716 729 641
790 772 682
860 837 728
896 946 871
803 910 900
750 768 210
228 221 197
203 216 191
203 217 190
204 217 193
204 217 191
207 220 193
209 222 195
227 243 214
216 231 207
200 216 189
200 216 191
199 214 192
200 214 189
200 216 188
199 212 188
199 213 188
199 213 188
225 214 188
658 355 188
662 671 474
665 677 621
687 710 678
708 739 713
730 789 758
732 799 792
772 855 872
739 835 838
225 791 676
202 218 213
201 216 190
200 215 189
199 213 188
199 214 188
199 213 187
199 213 187
203 214 189
696 229 189
708 696 283
742 747 687
810 817 740
874 886 771
