S1 S2 S3
0 0 0
219 322 254
244 350 279
246 354 280
237 344 271
231 340 271
223 327 260
221 327 260
221 327 262
223 328 263
220 325 257
221 601 257
299 708 593
535 718 612
574 745 633
595 768 647
598 768 652
586 755 644
611 775 659
514 697 596
222 555 636
221 324 292
221 324 256
223 327 259
222 326 258
220 327 257
221 322 257
220 325 256
220 324 256
221 325 256
221 324 256
221 324 256
222 324 256
248 356 282
241 350 277
246 356 283
224 327 257
241 347 275
226 331 260
571 877 263
849 949 269
946 956 277
948 958 283
940 955 277
710 886 284
751 932 371
942 955 654
226 331 262
222 326 259
219 323 254
218 321 254
218 321 253
218 321 253
218 321 253
221 325 257
227 332 262
231 335 267
247 357 283
241 352 279
239 353 280
233 338 271
233 340 271
236 341 271
241 351 283
243 353 284
231 339 271
223 328 261
221 325 260
221 324 256
221 324 256
219 323 258
246 359 287
221 323 256
219 321 290
233 343 887
241 367 950
245 341 840
220 324 257
242 354 283
241 353 282
243 353 283
227 332 263
223 327 259
221 326 257
221 326 257
221 325 257
220 324 257
223 327 258
231 337 270
247 359 286
246 357 286
238 347 271
238 342 271
245 350 278
224 327 257
247 359 478
541 821 704
592 779 680
792 947 882
567 769 630
771 956 953
278 957 954
244 959 955
244 959 955
245 596 285
243 356 283
231 337 271
242 350 283
222 324 257
231 335 267
243 353 281
245 356 283
243 352 279
236 339 271
242 353 279
238 348 275
218 321 253
221 325 256
218 321 253
224 326 257
224 331 262
239 348 276
243 355 286
243 353 285
239 350 283
239 352 281
223 324 261
244 352 283
245 354 295
244 354 283
243 351 282
240 346 277
241 347 279
229 331 264
222 323 256
221 322 256
317 428 312
561 740 631
572 751 644
901 951 943
663 864 751
628 834 735
943 958 954
896 956 950
251 958 954
241 958 953
243 879 953
240 376 283
268 355 284
228 331 263
222 326 262
224 329 267
236 345 275
244 345 275
229 332 259
243 348 272
223 321 256
305 409 290
537 703 489
573 742 487
550 714 470
546 713 446
600 763 469
947 958 709
775 945 499
231 337 563
225 329 650
221 324 587
220 321 564
229 335 836
237 347 952
239 347 953
229 332 823
237 340 917
239 347 950
237 345 953
225 327 751
225 327 723
221 322 633
223 324 665
224 326 700
218 320 594
218 320 605
219 320 598
223 327 729
223 331 837
219 325 793
219 326 803
218 321 308
219 321 257
219 318 256
221 323 256
222 324 257
226 329 261
228 330 262
242 346 276
243 369 954
244 381 954
236 401 932
231 455 889
227 447 844
219 440 669
219 481 684
219 435 552
231 339 314
231 338 269
226 332 263
218 321 252
218 320 251
218 320 251
247 358 286
242 348 278
247 356 283
225 325 256
226 326 258
243 325 257
949 355 284
763 755 259
947 348 276
373 344 271
237 343 274
231 335 269
227 331 263
235 342 275
246 358 287
218 320 253
247 357 286
247 359 286
375 751 558
587 751 567
591 743 600
623 772 648
580 742 630
589 759 641
600 769 649
593 708 465
223 322 254
920 350 274
622 561 256
945 359 289
742 834 268
231 338 264
239 347 276
237 341 271
807 948 270
663 335 258
265 355 281
684 330 260
633 632 256
818 946 303
943 955 947
854 948 876
948 956 950
818 946 671
696 800 254
743 331 263
245 334 269
225 329 265
225 329 265
237 348 282
231 335 271
239 347 279
239 351 277
246 356 283
225 323 258
219 320 250
221 320 250
223 322 252
226 324 256
229 329 261
241 345 276
228 332 263
227 329 261
231 335 267
243 354 284
238 346 279
239 347 280
239 347 280
216 316 252
227 330 263
239 346 279
224 325 255
430 320 251
260 350 277
241 351 273
244 353 276
244 355 277
242 347 275
238 346 274
244 357 281
233 328 262
785 348 275
786 327 258
947 346 275
236 338 263
244 347 275
239 342 271
245 352 282
238 342 273
236 339 271
242 351 279
222 321 256
244 353 285
245 352 281
552 351 278
914 354 283
943 347 273
929 351 282
243 349 278
244 351 277
245 346 274
243 349 280
243 349 279
245 352 279
243 350 281
246 351 281
244 352 283
244 353 283
246 353 283
245 351 283
243 351 283
243 349 280
244 350 277
243 347 272
245 353 276
245 347 275
244 350 273
220 321 250
237 344 270
220 321 411
224 329 818
231 364 945
219 806 736
252 741 670
512 723 654
574 760 687
545 737 647
540 739 655
538 718 654
545 724 671
534 715 679
541 736 701
222 698 669
216 320 576
217 317 249
218 320 249
223 324 254
238 339 268
234 337 267
243 351 277
231 332 262
239 344 272
236 340 270
243 351 283
241 347 279
238 342 271
225 324 256
224 323 256
231 381 359
946 958 953
642 844 687
836 949 905
779 943 844
847 951 939
767 945 887
675 887 787
598 815 711
217 322 338
228 332 265
215 315 481
236 339 270
223 324 258
215 315 250
236 341 271
241 348 278
243 350 279
221 323 253
233 339 268
245 352 280
943 958 955
947 959 955
945 958 955
945 959 955
945 958 955
871 953 948
890 954 949
937 956 952
800 948 914
707 900 798
706 890 793
729 919 814
711 884 757
685 862 751
612 770 653
482 527 339
216 316 246
215 314 246
223 325 256
224 328 257
244 351 281
243 351 281
242 348 279
244 351 281
235 340 269
220 315 249
243 349 277
245 351 280
246 351 279
242 342 271
242 349 280
245 353 280
222 325 254
242 349 277
217 318 250
217 320 249
219 320 251
217 320 249
219 323 253
218 322 251
219 324 252
547 331 252
699 873 253
773 703 256
895 337 258
947 351 277
228 327 256
232 333 261
236 339 267
225 325 256
222 324 257
221 323 256
219 320 251
218 318 250
215 321 283
216 640 661
213 342 572
245 959 956
232 931 833
517 951 945
949 958 955
949 958 955
430 959 955
243 351 956
242 349 283
244 352 281
244 350 281
245 350 279
222 320 254
245 351 283
223 323 256
234 339 271
217 316 251
231 333 265
226 327 261
218 320 251
219 315 250
218 313 248
221 320 256
220 512 710
588 843 735
293 810 702
218 775 677
216 666 645
215 440 640
216 317 627
231 329 909
233 335 270
238 345 278
230 335 271
231 338 273
228 330 263
239 346 271
228 328 258
221 320 251
216 315 246
213 309 243
211 308 242
212 308 243
215 310 244
214 311 244
215 312 246
217 314 248
217 315 248
223 321 254
245 351 281
243 350 278
246 350 279
237 342 271
228 329 260
227 327 260
237 341 271
231 332 266
220 318 251
218 316 249
219 315 249
218 313 248
219 315 252
322 318 255
588 321 256
676 327 256
759 672 687
800 899 637
806 849 619
791 821 619
948 951 896
943 955 798
813 952 839
943 958 953
864 955 951
814 952 950
730 934 926
751 942 889
835 949 934
949 958 954
873 951 934
939 955 948
939 954 359
701 879 258
783 738 259
950 351 281
303 351 283
947 958 298
939 956 955
925 955 952
943 957 953
937 957 954
907 954 953
946 955 948
896 955 946
591 958 952
771 930 759
938 949 888
949 723 271
229 331 261
406 331 259
635 321 253
238 340 268
226 327 262
222 320 253
230 331 262
243 351 279
234 334 267
518 641 512
602 773 677
566 739 647
519 677 585
506 669 573
503 669 583
512 679 607
903 954 943
931 414 270
256 348 279
239 339 270
220 320 251
227 327 260
246 350 280
245 353 282
227 327 257
222 320 254
242 341 270
237 345 273
245 355 284
243 352 284
243 349 280
238 347 276
221 320 256
228 334 263
239 345 274
947 958 954
950 959 955
238 955 949
947 958 954
284 756 647
253 959 955
231 762 653
668 857 748
950 959 955
950 959 955
640 812 705
950 959 953
260 958 953
247 352 953
246 353 283
247 352 285
241 350 281
227 328 262
218 318 251
216 314 249
219 316 251
218 316 252
246 351 283
244 348 284
241 343 280
242 350 285
238 345 283
223 326 260
228 331 261
239 339 268
223 321 254
224 322 257
219 316 251
232 332 266
224 321 254
236 337 267
236 338 271
243 351 281
244 350 282
244 350 281
245 351 283
244 347 279
246 351 282
246 352 283
245 349 281
245 352 284
245 348 279
244 349 281
241 345 273
239 344 271
236 335 267
233 334 268
237 337 271
237 340 273
239 343 278
230 335 271
218 314 251
691 327 265
352 347 281
239 344 279
243 349 281
245 351 281
245 352 281
243 352 285
241 349 281
239 349 281
221 320 253
222 325 256
242 350 279
238 341 271
233 335 268
231 330 262
223 320 253
239 339 265
236 334 260
225 322 250
224 316 248
698 320 249
625 667 297
700 775 311
577 455 245
526 312 246
228 314 248
217 314 248
217 315 248
219 317 250
230 329 262
243 350 278
219 318 251
241 347 278
227 326 259
220 320 252
233 335 267
235 335 268
231 333 263
244 345 271
243 348 273
948 342 269
948 955 267
948 955 931
944 953 888
949 957 940
948 957 940
946 957 535
935 954 268
949 938 281
602 787 288
637 838 256
227 605 260
239 345 277
232 335 269
238 345 280
227 329 265
226 330 262
234 338 270
248 352 282
941 956 285
946 958 953
591 745 622
486 647 559
588 777 640
215 437 576
219 313 277
211 324 324
222 316 249
239 341 265
244 346 277
244 348 278
244 353 280
244 352 283
245 351 281
244 349 279
