S1 S2 S3
0 0 0
295 320 333
294 321 335
349 314 324
962 321 327
959 915 316
960 962 320
954 955 949
963 964 962
963 964 962
961 961 442
958 430 446
384 412 443
371 427 441
382 433 462
395 434 450
391 442 444
399 428 435
383 419 419
366 398 399
377 399 402
375 399 401
396 423 427
377 404 414
399 437 442
403 438 448
376 402 404
364 388 394
364 391 404
962 422 431
964 966 439
963 965 965
963 965 961
964 965 449
964 960 453
962 416 427
950 423 435
393 417 443
396 431 446
401 423 433
394 416 436
398 434 444
388 424 434
345 371 388
402 430 429
390 419 430
339 364 376
351 375 389
399 430 441
385 415 420
391 423 435
391 424 436
353 381 396
381 423 434
391 428 435
355 384 398
386 416 438
399 430 440
398 430 438
371 394 419
380 413 427
385 418 431
394 412 441
373 419 421
368 399 408
350 377 388
371 402 410
382 419 429
393 424 438
393 422 421
346 370 375
349 382 388
396 416 435
389 420 431
387 428 439
367 407 419
391 418 437
391 420 430
353 377 396
397 425 444
380 405 537
371 399 947
371 399 961
392 416 421
374 393 389
388 408 388
391 418 413
377 413 414
354 399 408
386 402 419
379 402 404
382 414 415
367 403 433
408 359 333
288 313 327
292 323 335
298 325 335
295 324 334
298 321 332
292 313 324
294 313 321
288 310 320
293 316 324
291 314 323
298 322 330
298 324 334
300 323 329
301 324 334
293 320 326
300 320 329
280 301 328
282 321 961
281 940 960
952 960 960
964 958 333
964 322 335
964 423 332
964 965 965
960 962 965
964 965 332
964 965 964
963 965 965
960 961 962
963 964 964
960 962 965
962 964 965
961 965 965
964 966 965
963 965 965
963 965 956
348 966 335
296 324 334
297 324 333
295 322 335
295 323 333
296 323 335
295 320 331
295 322 329
294 320 329
295 320 330
275 297 310
281 310 314
289 310 320
281 306 315
280 303 317
288 312 323
274 298 309
285 314 323
284 309 320
292 320 329
295 322 335
286 309 320
295 322 330
295 322 330
290 317 327
294 320 331
293 316 325
295 320 329
282 305 320
582 431 307
964 965 772
961 962 961
964 965 965
964 966 965
964 965 965
964 965 965
964 966 965
945 964 964
282 641 887
293 320 328
278 303 315
277 302 310
277 300 312
290 320 324
293 320 330
294 320 328
292 320 325
291 320 324
295 321 332
295 320 326
296 320 328
283 303 313
293 320 332
295 320 329
297 322 330
300 322 330
287 310 322
291 320 330
280 307 320
279 305 320
290 320 329
275 300 313
290 316 330
288 320 331
292 320 327
285 310 941
285 964 964
958 961 961
959 961 961
960 963 963
957 960 961
957 960 961
802 964 964
295 350 964
294 310 316
294 307 312
300 312 316
297 320 322
297 320 325
296 320 327
296 321 327
296 321 327
296 321 327
297 321 327
296 321 328
296 321 329
296 321 329
296 321 327
296 323 327
296 321 327
296 321 327
296 321 327
296 320 327
296 320 326
295 320 326
296 320 329
296 320 325
296 320 325
296 320 330
296 321 327
296 321 332
296 321 327
296 321 326
296 321 327
296 321 328
296 322 329
296 325 329
296 321 328
296 321 328
296 321 327
296 321 327
296 321 327
296 321 327
296 321 330
296 320 326
297 320 327
296 320 325
296 320 325
296 321 326
296 321 327
296 321 327
297 321 328
296 325 327
296 321 327
295 324 329
268 300 320
279 316 324
291 320 328
282 309 322
