S1 S2 S3
0 0 0
376 349 258
377 350 258
375 348 260
374 348 258
385 357 263
414 381 281
411 379 281
425 391 290
429 395 292
437 405 301
438 406 302
431 399 297
438 404 300
440 401 299
440 407 303
419 385 286
402 371 275
385 357 265
380 352 261
438 407 303
381 353 261
393 359 268
428 373 261
440 357 265
389 352 260
379 352 260
397 349 258
409 348 257
404 364 257
676 665 257
800 725 262
776 687 392
768 677 512
783 684 514
774 679 501
785 697 514
819 738 548
913 828 623
900 807 609
903 806 616
908 823 636
889 811 626
893 799 621
930 875 687
903 844 669
875 826 664
754 408 657
410 378 599
409 381 389
407 377 282
405 375 280
409 376 279
407 375 277
408 375 278
409 375 278
408 376 279
416 381 279
424 383 284
627 385 286
950 391 289
949 417 287
938 800 289
929 925 294
885 450 294
423 396 297
412 388 289
420 395 294
412 387 289
413 386 289
419 388 291
420 389 291
425 397 579
487 852 697
911 902 742
937 920 769
731 888 719
431 904 709
426 904 725
429 452 745
417 394 651
422 393 296
431 406 303
444 418 316
436 408 308
438 404 306
423 391 294
422 388 293
422 386 290
420 384 287
428 389 289
410 376 277
413 379 280
409 376 279
405 376 275
405 376 278
405 377 280
409 378 282
411 382 323
419 650 603
881 792 600
933 853 626
920 874 636
903 879 645
888 856 643
961 962 942
954 947 780
874 895 677
431 770 290
432 489 276
748 677 277
795 715 358
893 803 612
967 966 957
800 719 530
756 679 499
794 701 512
811 705 512
818 719 519
473 742 544
409 429 548
413 378 307
416 381 280
414 381 280
417 383 282
426 390 289
423 387 288
415 380 282
415 380 282
410 376 278
407 375 278
401 371 275
399 371 275
396 367 271
397 367 271
397 369 273
397 369 272
399 371 275
402 372 276
406 375 278
411 378 279
417 382 282
420 384 284
417 382 283
419 381 284
419 385 285
422 389 286
415 382 281
414 383 283
409 382 320
417 599 605
416 713 548
667 708 538
748 681 520
738 672 513
736 676 515
633 675 517
403 581 534
407 374 433
418 380 279
429 387 282
427 388 284
428 391 288
423 390 288
423 394 292
426 398 300
423 397 297
412 383 285
406 378 282
403 372 277
397 367 273
391 361 267
393 363 269
391 362 268
394 364 269
391 362 267
393 364 268
394 364 269
394 365 270
399 365 271
413 379 283
433 401 297
409 378 280
410 379 283
427 393 292
551 512 381
430 395 292
418 383 283
420 384 284
533 474 355
430 395 288
474 435 321
534 483 353
479 428 313
417 384 285
411 376 260
381 353 260
377 352 262
376 351 264
376 349 260
378 350 259
375 349 257
373 347 256
373 346 256
371 345 254
371 346 256
372 346 256
374 348 257
376 349 258
379 352 260
379 352 260
384 356 263
380 353 261
378 351 259
377 350 259
375 349 258
375 349 258
372 347 256
371 345 256
371 346 265
377 492 541
672 723 571
763 736 595
814 772 605
843 763 576
809 726 549
802 719 541
861 750 568
955 925 702
967 964 954
962 958 906
380 446 491
388 359 268
408 377 283
381 355 264
378 352 261
381 354 262
428 393 293
419 387 287
380 353 259
379 353 260
375 350 258
373 348 256
376 350 258
376 350 258
379 352 258
381 353 260
381 353 260
379 352 259
377 351 258
376 350 257
375 349 257
377 352 258
375 349 257
374 348 256
374 347 256
374 347 256
374 348 257
374 348 256
374 349 257
373 348 256
374 349 257
371 347 256
369 346 254
370 346 254
370 345 253
370 345 253
373 346 254
377 350 256
379 353 259
380 356 262
378 355 263
376 354 262
375 352 260
375 350 259
376 350 258
377 350 258
375 349 257
374 349 256
373 348 256
374 347 256
375 350 258
376 350 258
376 351 259
380 354 261
376 349 257
371 346 256
367 344 253
367 342 252
366 342 251
373 347 256
438 406 300
381 355 261
379 352 258
376 349 256
375 349 256
375 350 257
375 349 256
375 350 256
374 349 258
371 347 254
369 345 254
370 346 254
369 345 254
370 346 254
370 346 254
371 346 254
371 345 254
373 346 254
370 346 254
371 348 254
372 347 255
371 345 254
371 346 254
373 347 256
374 348 254
376 348 254
383 348 255
399 347 255
430 346 256
421 346 255
448 347 254
486 346 254
495 345 254
527 346 254
549 346 254
685 346 254
737 460 254
783 692 335
836 751 557
787 706 287
737 597 253
740 359 253
481 346 254
372 347 255
374 349 256
376 350 257
375 351 257
377 351 258
376 351 257
378 352 258
382 354 271
391 360 714
391 556 777
398 943 740
935 891 665
627 797 582
375 642 536
372 350 485
371 347 293
371 346 254
375 349 256
379 352 271
383 355 579
388 562 670
391 796 591
873 804 603
435 760 585
578 966 960
430 967 963
423 394 962
444 408 633
418 382 281
385 358 263
375 350 257
375 349 256
373 348 256
373 347 256
376 347 255
687 356 253
761 425 254
740 347 253
470 345 254
373 346 254
372 347 254
374 348 256
376 350 257
376 351 257
380 353 260
384 354 260
411 372 275
408 377 275
381 357 262
395 371 271
396 372 271
399 371 273
431 389 284
408 367 264
385 357 309
440 380 261
383 357 263
377 350 258
373 347 256
373 348 256
376 351 257
378 354 259
381 355 261
384 356 260
390 360 261
956 367 263
953 947 265
943 455 270
906 363 271
512 383 292
382 365 275
378 358 270
377 354 268
