S1 S2 S3
0 0 0
335 332 288
365 364 312
359 358 303
346 347 294
371 370 316
376 373 318
377 378 313
377 374 314
351 346 293
380 374 315
369 363 303
357 357 305
376 373 315
378 970 357
969 969 964
969 969 964
969 970 965
969 969 964
961 961 933
969 970 965
969 969 964
969 970 314
969 373 315
383 376 316
375 376 315
338 335 285
367 367 308
376 373 314
349 343 290
345 341 292
356 352 304
396 367 308
375 370 315
366 366 309
372 373 312
373 373 311
373 373 311
373 381 313
371 371 312
368 374 310
332 330 283
356 354 301
334 332 285
357 353 300
373 372 314
369 367 312
377 370 312
373 371 317
373 370 317
372 370 312
373 371 312
372 371 317
369 372 312
369 367 310
372 370 312
372 373 314
373 369 315
380 371 313
378 369 314
369 371 314
368 374 317
367 369 315
365 366 312
374 370 314
334 333 288
341 340 293
367 371 315
367 369 314
364 365 312
366 367 316
366 365 312
366 366 313
370 369 315
329 327 282
361 358 307
371 369 311
367 364 309
371 369 313
370 370 313
367 367 312
366 367 313
367 367 314
365 369 312
367 361 313
365 362 310
367 370 315
367 370 313
364 364 312
366 362 311
367 369 313
367 366 312
369 370 315
348 347 297
363 358 307
367 365 312
367 364 312
364 360 313
366 363 314
369 365 313
372 367 317
369 365 312
369 363 313
370 366 313
363 359 308
370 363 312
372 368 314
369 367 315
369 366 315
372 365 313
377 367 316
377 367 317
372 366 316
367 367 316
368 370 317
367 367 315
371 369 317
370 367 317
347 340 295
357 352 306
345 341 294
369 364 311
969 969 552
969 969 517
969 969 460
969 970 413
969 969 398
968 969 361
968 969 361
966 968 335
367 364 315
364 361 315
376 368 317
369 365 316
371 367 317
364 358 311
343 337 293
335 329 549
334 327 842
326 322 729
327 326 799
335 332 852
370 366 963
366 363 963
371 363 963
969 968 964
968 969 964
969 969 964
968 969 964
969 970 964
969 970 964
968 969 963
968 969 964
357 353 307
364 363 314
368 366 315
369 370 318
367 363 315
369 369 314
330 326 285
366 367 311
367 363 313
366 366 312
374 366 313
374 368 314
370 365 312
378 368 314
367 365 311
373 367 314
370 369 320
369 363 312
368 364 313
367 364 312
362 362 313
365 364 314
365 363 315
334 327 291
347 343 297
357 353 306
363 355 306
343 339 294
347 343 295
335 321 281
369 355 307
372 367 317
369 365 314
357 352 306
335 329 287
