S1 S2 S3
0 0 0
404 320 490
406 320 488
451 353 542
437 342 524
422 332 512
427 336 519
460 344 533
431 339 519
405 320 496
403 320 489
409 324 495
410 327 496
414 324 500
451 362 537
449 357 542
407 320 492
450 353 541
411 331 497
405 320 493
415 323 496
409 323 495
409 321 494
415 324 499
461 355 544
446 341 952
459 352 958
431 329 512
417 320 497
421 326 501
423 327 501
421 327 495
419 321 497
417 318 494
448 336 515
444 342 521
436 335 512
453 349 566
460 353 973
423 384 960
431 857 964
467 967 973
960 954 966
965 958 967
965 958 967
591 896 962
430 359 964
463 359 553
451 345 529
459 357 541
463 359 547
439 335 515
431 329 512
452 346 529
434 329 512
411 315 489
413 314 489
415 315 491
435 333 513
415 318 493
457 352 551
429 328 512
412 316 492
414 318 492
438 335 515
411 315 487
454 352 546
415 320 492
431 333 512
453 354 546
409 321 762
425 324 967
655 863 961
965 962 970
956 913 964
965 961 971
968 965 973
967 964 972
969 966 972
970 967 972
971 967 973
970 966 972
967 963 970
971 967 973
968 963 970
949 812 957
958 901 962
933 783 948
447 355 612
420 819 956
971 366 541
441 335 519
396 309 482
430 331 514
418 327 504
428 335 517
430 338 521
443 353 551
442 351 541
923 351 541
967 350 535
960 324 500
945 315 487
959 322 495
943 370 491
937 480 485
935 691 484
951 805 487
955 856 488
954 842 494
957 879 534
943 774 711
890 734 863
864 719 912
561 329 479
394 309 479
395 308 483
428 331 519
433 341 531
445 349 541
443 349 541
426 334 517
399 313 487
441 348 534
446 355 542
400 315 488
443 350 533
439 344 524
445 354 538
445 341 523
455 352 541
409 321 495
415 323 498
447 357 537
449 357 542
448 354 540
451 355 548
433 338 514
401 316 487
409 322 495
448 354 538
444 350 536
415 327 512
442 350 528
427 341 512
406 320 491
444 353 531
418 329 504
403 317 490
408 320 491
433 342 523
455 357 547
451 356 550
448 353 545
446 352 544
399 313 487
430 340 519
427 333 512
417 328 505
451 356 545
450 353 543
449 354 540
448 351 541
450 353 543
417 327 503
412 324 498
435 344 523
420 327 503
415 325 502
448 350 536
446 352 541
423 328 512
415 324 503
401 313 487
399 312 486
396 311 484
397 311 485
396 311 484
396 311 484
396 310 483
399 312 489
427 338 513
423 329 516
403 316 490
448 353 546
443 353 532
436 339 519
450 350 536
448 352 535
447 351 537
452 352 541
450 350 542
449 352 543
437 340 521
447 349 536
443 345 530
448 352 546
448 354 551
423 332 512
435 343 529
967 967 974
967 964 972
969 966 973
967 963 971
971 967 974
970 966 972
969 965 972
969 965 971
970 966 972
969 965 972
970 967 973
967 963 969
967 962 969
950 822 958
953 861 960
568 370 519
393 308 478
392 307 477
392 307 477
392 312 476
396 314 479
395 312 479
399 312 483
923 935 964
970 966 973
969 966 972
971 967 972
971 967 974
971 967 973
970 966 972
968 964 972
967 672 515
971 956 534
971 964 525
970 966 531
970 966 536
971 966 972
971 967 972
952 832 958
971 967 973
957 940 966
963 960 969
969 966 964
962 866 488
971 967 534
964 953 500
969 960 512
958 326 487
457 324 495
407 321 493
409 323 497
441 347 529
439 347 529
446 352 543
441 347 532
443 349 544
438 461 973
963 965 971
971 967 972
971 967 972
971 967 973
954 822 957
971 967 973
969 963 971
948 829 958
971 967 974
970 966 972
971 967 972
967 962 969
963 953 966
971 967 969
966 954 503
969 340 512
399 311 482
433 335 512
425 335 517
422 337 512
443 353 847
417 333 967
411 879 964
446 967 973
971 967 973
971 967 972
937 967 974
439 701 973
438 347 962
435 345 525
443 350 535
443 351 539
440 349 539
434 343 973
427 371 973
416 960 972
627 957 970
406 806 967
399 315 960
403 320 490
421 333 501
422 333 504
402 322 491
413 327 512
441 345 534
436 341 527
441 345 971
406 405 957
426 959 967
958 963 969
964 959 967
964 960 969
514 964 972
408 653 966
413 349 967
397 355 961
392 385 958
389 349 833
389 313 477
425 334 516
390 307 475
393 310 478
417 327 502
447 351 537
447 351 537
431 336 516
441 350 537
441 346 533
957 342 524
971 350 536
969 348 535
442 350 535
443 355 537
445 352 538
408 322 492
403 318 488
406 320 491
395 311 480
395 318 481
393 315 481
395 312 481
398 311 481
398 313 483
392 311 481
396 311 482
396 311 483
393 311 495
393 311 794
396 313 492
445 352 973
445 950 973
413 945 966
410 872 962
446 967 974
430 962 970
436 347 972
433 340 523
399 315 486
402 317 487
396 313 484
395 313 951
403 757 959
912 780 959
918 787 958
851 786 957
411 783 957
391 716 955
963 955 968
966 961 967
970 964 970
971 966 972
969 966 971
970 967 973
966 958 967
971 965 974
942 793 960
971 967 974
968 965 973
971 967 974
967 964 972
967 965 972
622 467 515
409 323 499
399 315 488
440 349 527
442 351 537
445 359 541
445 352 541
446 357 541
443 354 539
443 353 531
445 356 539
447 352 538
441 348 533
440 347 530
445 351 535
438 344 524
448 349 534
426 335 517
439 347 540
443 350 540
436 345 527
439 349 535
429 343 519
402 320 489
446 355 537
404 322 490
437 347 527
399 313 482
401 315 485
398 317 482
394 311 480
396 312 483
399 312 481
406 316 487
396 313 484
399 313 484
395 313 483
393 312 483
393 311 483
