S1 S2 S3
0 0 0
935 676 782
845 615 732
967 959 962
892 652 782
935 708 846
865 633 748
824 601 721
967 960 962
371 959 963
372 260 955
372 262 330
372 259 328
370 261 327
314 223 281
307 219 276
308 220 278
308 219 277
309 220 280
309 221 280
311 221 280
312 221 281
309 220 279
309 220 279
308 220 280
313 224 287
311 221 282
320 230 294
322 231 297
359 266 330
374 262 329
327 231 293
324 230 290
321 227 287
317 227 598
314 230 937
315 644 943
327 667 903
832 647 854
858 606 773
740 609 733
314 601 799
316 224 806
320 225 286
314 222 282
320 225 286
316 224 285
310 221 283
310 220 281
312 221 282
314 222 284
314 228 285
309 220 281
313 221 282
311 221 283
365 257 324
358 256 314
317 224 283
313 222 280
313 221 280
314 225 281
315 233 287
315 228 287
314 226 291
313 225 287
310 222 285
314 223 285
313 226 284
327 224 283
326 224 279
320 228 287
310 232 280
310 221 278
310 219 279
311 219 287
311 220 278
314 222 393
322 652 844
896 667 763
847 629 732
866 634 749
852 634 755
957 859 949
941 714 881
948 740 873
955 640 292
967 258 324
958 234 286
967 939 317
936 654 280
850 623 632
838 644 821
854 700 826
916 719 805
961 943 955
956 903 959
966 958 963
871 905 957
328 233 623
339 239 295
342 242 297
332 233 286
316 225 276
313 220 277
312 220 272
311 224 271
311 219 271
312 219 271
309 218 270
312 220 273
312 221 274
315 221 274
316 222 275
314 223 274
316 224 275
315 222 274
314 221 274
343 240 296
339 238 291
340 239 295
334 234 290
340 239 295
601 257 315
967 960 775
967 961 963
967 960 408
967 960 316
967 960 315
967 733 320
967 959 312
967 960 961
952 790 886
852 604 648
310 218 269
312 220 271
312 220 271
312 219 270
313 220 271
312 221 275
313 221 274
317 226 275
316 223 275
314 222 273
316 222 274
313 220 271
320 227 275
316 221 273
321 229 279
317 224 275
314 221 273
315 222 275
320 225 278
324 228 282
320 226 278
322 227 278
322 228 280
320 225 281
317 224 277
315 229 277
316 224 279
341 242 303
330 234 292
481 243 302
812 219 271
891 220 270
878 279 270
367 219 271
967 275 312
964 959 962
952 870 952
951 831 952
967 960 964
967 961 964
947 756 889
952 718 743
361 256 315
364 256 320
363 258 316
354 257 312
339 239 298
309 226 271
309 219 271
309 219 271
308 218 270
308 218 270
309 220 270
308 218 270
308 219 271
309 218 271
307 218 270
313 223 275
310 219 271
310 219 276
310 219 272
309 219 275
312 221 274
316 225 278
367 256 320
367 256 317
962 242 300
947 261 277
965 956 312
967 961 963
933 693 802
835 620 741
774 563 665
813 593 602
967 961 346
965 956 305
960 960 309
321 232 280
365 256 317
369 257 322
370 258 320
368 256 316
366 257 316
312 224 273
330 237 289
325 235 284
311 219 271
316 220 274
313 220 274
315 220 274
309 222 270
308 217 269
308 216 268
310 218 270
311 218 270
308 217 270
308 217 271
308 217 320
320 226 692
359 256 962
357 250 961
365 284 963
369 258 320
369 263 320
368 257 317
365 263 320
364 256 315
371 257 320
356 250 306
320 224 278
320 224 277
366 229 282
766 218 269
809 462 268
799 570 378
762 556 666
760 559 686
782 587 750
838 660 762
901 676 734
932 631 718
899 614 733
837 616 755
341 760 930
314 316 766
312 220 426
321 483 908
375 262 963
372 258 321
323 228 282
309 218 271
355 250 308
349 242 300
346 239 294
324 229 281
307 217 271
309 217 271
308 217 270
309 217 270
309 221 269
310 218 271
312 220 271
315 220 274
322 227 281
313 220 274
312 220 278
310 224 729
320 611 760
791 610 736
827 608 718
836 610 719
822 602 712
825 591 698
828 593 699
827 597 703
920 662 757
702 600 421
322 392 285
523 261 320
352 246 310
328 233 291
316 225 281
320 226 280
339 239 291
325 224 276
323 222 273
344 238 741
367 642 959
377 960 962
379 960 963
376 264 964
373 261 541
372 259 326
371 258 321
375 259 328
377 261 324
380 261 324
378 263 320
376 261 322
376 259 321
369 257 317
366 263 316
374 261 322
379 262 320
385 260 321
376 261 322
379 260 323
380 258 321
377 260 320
375 260 322
374 260 320
376 259 320
375 259 320
376 259 322
375 263 320
367 256 314
376 260 962
369 957 963
