S1 S2 S3
0 0 0
167 326 332
155 299 310
151 290 300
433 290 303
456 304 281
611 312 329
397 306 316
163 315 335
156 303 324
150 287 295
150 285 289
154 289 287
158 300 294
522 379 293
562 944 942
646 954 953
675 957 959
655 957 960
654 955 958
646 955 957
596 951 955
159 305 341
163 309 311
177 344 343
171 329 337
165 323 333
146 281 294
148 283 291
149 271 279
152 281 271
163 301 295
147 275 270
154 286 283
154 283 278
151 285 276
152 289 288
154 292 298
156 294 307
157 311 320
158 313 313
519 309 322
619 374 316
593 949 310
576 950 626
561 949 953
534 943 950
512 898 297
278 276 283
145 278 282
145 275 280
147 274 282
303 281 283
512 291 286
564 915 295
540 297 290
289 281 276
151 275 274
152 281 276
143 265 266
141 267 265
152 291 302
159 303 321
147 276 282
170 317 331
146 276 284
140 265 275
141 539 285
168 891 949
485 948 956
547 954 958
615 956 959
616 955 958
623 955 957
644 955 956
673 957 957
665 956 956
654 953 326
602 801 284
502 280 271
178 272 274
145 271 275
142 270 271
142 268 271
142 270 271
141 271 276
140 267 274
141 270 582
141 281 922
141 746 940
193 785 945
145 313 950
148 291 309
145 282 295
143 275 282
143 274 282
143 275 275
162 312 320
156 303 313
149 287 296
303 293 300
489 467 299
512 930 315
512 926 943
517 941 946
494 924 943
483 887 901
452 785 282
412 276 281
147 276 280
145 271 273
162 303 311
164 308 302
155 289 285
159 292 292
157 300 300
166 314 323
159 308 320
148 290 302
146 281 290
145 277 283
143 272 275
143 273 277
144 273 275
142 270 277
142 270 276
374 281 287
441 525 284
566 949 951
430 759 281
407 417 288
433 295 296
150 283 295
159 309 323
140 264 265
140 270 277
139 264 274
142 271 278
149 282 288
151 287 287
158 292 294
166 310 307
177 331 333
179 341 343
170 332 345
154 301 320
150 286 300
149 279 287
166 306 304
150 279 275
155 289 283
152 271 273
158 279 280
156 289 282
156 287 283
155 291 289
156 295 295
164 309 309
163 315 317
164 320 332
160 315 329
155 301 312
149 291 312
147 294 304
146 293 312
148 295 314
152 306 326
154 305 331
150 300 327
164 314 334
155 300 314
147 280 293
143 271 280
142 265 269
177 265 268
403 268 268
431 273 271
661 866 334
445 814 600
654 956 959
512 919 940
542 940 947
554 938 435
465 290 288
150 282 285
155 292 300
149 289 293
144 275 278
151 290 290
145 279 286
143 269 799
142 267 514
142 268 273
142 266 267
140 265 266
142 265 266
143 268 269
145 273 275
143 276 278
147 280 281
147 280 280
151 287 291
147 277 279
144 273 275
145 271 271
141 265 266
141 263 267
140 263 261
140 263 265
141 267 268
160 301 309
148 279 286
143 275 279
145 273 279
149 280 285
