S1 S2 S3
0 0 0
158 320 307
959 867 345
959 962 960
932 948 942
959 962 959
935 942 856
959 961 957
959 963 960
959 962 959
959 963 960
756 949 716
184 359 340
187 351 333
185 354 335
185 356 338
184 357 341
163 327 314
164 329 316
269 442 508
911 950 920
933 951 899
934 949 877
925 948 903
860 946 892
856 949 923
875 951 943
561 642 492
160 327 314
161 328 315
159 326 313
152 320 307
151 320 306
150 317 305
150 315 303
150 316 303
164 329 314
172 337 322
179 357 340
180 356 339
180 352 335
175 342 326
178 347 330
180 354 340
180 353 339
180 356 342
148 314 305
180 357 343
181 354 342
156 320 310
180 354 339
181 357 342
180 356 341
181 355 344
180 355 341
180 354 342
180 354 339
180 352 337
161 324 312
179 344 327
165 329 316
179 345 329
166 330 314
184 348 334
164 328 316
158 321 310
168 333 321
172 337 325
169 333 321
180 352 339
181 355 342
152 317 307
180 355 341
179 355 342
181 354 339
180 355 344
179 356 344
181 354 337
175 570 956
167 955 950
183 961 956
959 963 960
959 963 960
960 963 960
951 956 950
182 950 942
153 325 875
154 315 310
150 312 305
150 313 305
152 315 312
162 325 316
183 356 342
181 358 344
399 350 335
177 344 329
182 352 338
183 354 338
183 351 334
181 349 338
182 356 344
178 343 331
179 349 334
182 353 341
186 357 345
185 368 342
161 323 312
181 351 337
180 344 335
182 353 339
184 355 340
182 351 340
182 352 339
174 334 320
169 335 322
176 342 331
182 350 339
154 321 312
182 350 341
182 352 343
184 354 342
184 352 340
184 352 340
168 331 322
186 354 341
179 342 332
184 353 343
165 328 320
185 352 333
163 326 316
184 357 343
174 337 325
157 320 313
175 338 327
183 358 348
185 354 342
164 327 321
160 322 315
165 329 326
161 324 320
174 338 330
183 355 340
170 335 326
184 355 345
185 358 344
164 324 317
175 339 328
182 355 346
180 346 337
170 331 323
184 351 339
182 359 341
185 357 341
167 330 320
182 359 346
182 357 347
959 352 340
925 948 364
957 961 957
957 961 955
948 954 353
959 962 340
958 364 338
959 346 340
228 341 333
181 352 344
180 347 339
180 354 344
170 332 324
160 322 317
181 354 345
181 358 338
181 352 345
182 354 345
957 355 347
959 963 348
959 962 347
959 355 349
959 354 347
182 355 349
184 354 346
182 349 344
947 325 321
779 355 346
181 354 345
175 335 327
182 352 349
165 326 321
181 349 339
167 326 321
178 343 337
181 347 340
180 347 339
179 352 346
178 350 348
181 352 348
182 352 344
180 352 346
180 352 346
178 350 346
176 341 946
180 359 961
157 949 935
179 963 960
180 352 960
181 342 346
180 353 349
177 355 349
165 325 323
177 344 340
177 344 339
162 329 327
156 322 321
154 320 317
150 940 320
557 911 839
817 929 879
903 948 928
959 963 961
832 938 871
959 963 961
959 963 960
959 963 959
959 963 341
947 344 339
160 320 316
179 348 335
161 320 315
161 322 316
153 314 311
178 342 335
179 345 334
174 334 333
181 346 338
166 330 323
158 320 316
157 320 315
154 316 315
157 320 314
158 320 315
179 344 335
176 335 328
150 312 312
163 324 320
181 346 335
181 340 329
179 350 339
179 349 333
179 346 335
175 339 328
167 328 321
181 347 339
181 355 343
180 347 339
180 349 341
180 348 339
180 351 344
182 353 346
182 351 342
180 352 344
180 349 342
183 352 342
181 349 341
178 349 339
180 349 340
175 335 327
181 353 343
180 350 341
153 314 312
178 348 339
277 351 341
949 833 354
954 958 951
953 956 950
950 955 948
957 960 956
954 957 951
959 963 960
959 961 956
957 962 953
181 346 348
179 340 332
181 344 335
180 350 342
180 350 344
179 349 344
182 351 344
180 351 341
178 352 342
179 349 342
175 344 335
164 323 320
179 349 341
180 352 345
180 353 341
743 339 329
959 962 957
959 962 958
958 961 957
959 963 959
959 962 959
958 960 955
959 963 959
959 963 935
868 942 312
959 352 342
183 349 340
183 350 339
182 352 344
172 334 327
181 345 335
181 347 335
158 320 313
182 352 341
195 344 334
160 317 313
169 326 320
175 337 329
182 348 338
184 352 341
182 347 338
183 349 339
181 347 337
881 909 477
959 962 960
959 962 959
959 963 960
958 962 943
959 963 424
959 963 344
959 963 346
182 428 340
182 352 344
181 352 340
175 334 327
167 323 320
182 353 343
184 355 343
182 350 340
165 324 321
182 347 338
180 354 338
183 354 346
181 348 344
182 352 349
181 350 346
182 352 346
182 355 347
949 354 347
