ID TIME BLOCK BALANCE UBI PAY #ROBOT MEAN #VOTES #OKVOTES R? C?
111 7.596 3 21.00 0 0 13 0 0 0 False False
111 13.258 4 21.00 0 0 16 0 0 0 False False
