ID TIME #BUFFER #GETH #ALLOWED BUFFERPEERS GETHPEERS ALLOWED
111 0.084 0 0 0   
111 2.113 0 1 1 110  110
111 4.267 1 1 1 110 110 110
111 6.491 1 2 2 110;206 206 110;206
111 8.795 1 1 1 206 206 206
111 10.934 1 1 1 206 206 206
111 13.171 1 1 1 206 206 206
111 15.187 0 0 0   
111 17.398 0 1 1 110  110
