ID TIME BLK #BUFFER #GETH BUFFERPEERS GETHPEERS
218 54.581 4 0 0 [] []
218 13.868 4 0 1 [] ['226']
218 19.15 5 0 0 [] []
218 24.446 5 0 0 [] []
218 29.749 5 0 0 [] []
218 35.03 5 0 0 [] []
218 40.327 5 0 0 [] []
218 45.684 5 1 1 ['226'] ['226']
218 50.765 5 2 2 ['226', '217'] ['226', '217']
218 55.915 7 0 1 [] ['217']
218 61.447 7 0 1 [] ['217']
218 66.584 7 1 1 ['214'] ['214']
218 71.951 7 0 1 [] ['214']
218 77.278 7 0 0 [] []
218 82.649 7 0 1 [] ['213']
218 87.802 8 0 1 [] ['213']
218 93.09 8 0 0 [] []
218 98.361 8 0 0 [] []
218 103.664 8 0 0 [] []
218 109.056 8 1 1 ['226'] ['226']
218 114.34 8 0 1 [] ['226']
218 119.664 8 0 0 [] []
218 124.956 8 0 0 [] []
218 130.285 8 0 0 [] []
218 135.37 10 1 1 ['214'] ['214']
218 140.55 10 0 1 [] ['214']
218 145.847 10 0 0 [] []
218 151.199 10 0 0 [] []
218 156.523 10 1 1 ['217'] ['217']
218 161.675 10 0 2 [] ['222', '217']
218 167.022 10 0 1 [] ['222']
218 172.363 11 0 1 [] ['222']
218 177.676 11 0 0 [] []
218 183.094 11 0 0 [] []
218 188.353 11 1 1 ['210'] ['210']
218 193.426 11 0 1 [] ['210']
218 198.604 12 1 1 ['222'] ['222']
218 203.789 12 1 2 ['211'] ['222', '211']
218 209.047 13 0 2 [] ['222', '211']
218 214.255 13 0 1 [] ['222']
218 219.575 13 1 0 ['211'] []
218 224.978 13 0 0 [] []
218 230.213 13 1 0 ['217'] []
218 235.295 14 0 1 [] ['217']
218 240.605 14 0 0 [] []
218 245.901 14 0 0 [] []
218 251.212 14 0 0 [] []
218 256.507 14 0 0 [] []
218 261.83 14 0 0 [] []
218 267.262 14 0 0 [] []
218 272.644 14 1 1 ['211'] ['210']
218 277.984 16 1 2 ['211'] ['210', '211']
218 283.367 17 0 1 [] ['211']
218 288.692 17 1 0 ['211'] []
218 293.985 17 0 0 [] []
218 299.29 17 0 0 [] []
218 304.65 17 1 1 ['226'] ['226']
218 309.924 17 1 1 ['226'] ['226']
218 314.979 17 1 1 ['217'] ['226']
218 320.34 17 0 1 [] ['217']
218 325.626 17 1 1 ['210'] ['210']
218 330.966 17 1 2 ['209'] ['210', '209']
218 336.127 19 0 2 [] ['210', '209']
218 341.268 19 0 0 [] []
218 346.579 19 0 0 [] []
218 352.132 19 2 2 ['226', '224'] ['226', '224']
218 357.467 20 1 2 ['224'] ['226', '224']
218 362.863 20 1 2 ['210'] ['210', '224']
218 368.437 21 0 2 [] ['210', '224']
218 374.398 21 2 3 ['214', '210'] ['210', '224', '214']
218 379.602 21 0 1 [] ['224']
218 384.956 22 1 1 ['213'] ['213']
218 390.174 22 1 1 ['214'] ['213']
218 395.778 22 1 2 ['214'] ['213', '214']
218 401.02 23 2 2 ['214', '224'] ['213', '224']
218 406.338 23 0 3 [] ['213', '224', '214']
218 411.711 23 0 1 [] ['224']
218 417.008 23 0 0 [] []
218 422.33 23 0 0 [] []
218 427.432 23 0 1 [] ['226']
218 432.792 23 1 1 ['222'] ['222']
218 437.994 25 0 1 [] ['222']
218 443.082 26 0 0 [] []
218 448.479 26 0 0 [] []
218 453.648 26 0 0 [] []
218 458.934 26 0 0 [] []
218 464.234 26 0 0 [] []
218 469.543 26 1 0 ['211'] []
218 474.906 26 0 1 [] ['211']
218 480.203 26 0 1 [] ['211']
218 485.571 26 1 2 ['226'] ['226', '211']
218 490.923 26 0 1 [] ['211']
218 496.19 26 0 1 [] ['211']
218 501.516 26 1 1 ['211'] ['211']
218 506.787 26 0 0 [] []
218 511.834 26 1 0 ['211'] []
218 517.06 26 0 0 [] []
218 522.373 26 1 1 ['222'] ['222']
218 527.612 28 0 1 [] ['222']
218 533.001 28 0 0 [] []
