ID TIME TELAPSED TIMESTAMP BLOCK HASH PHASH DIFF TDIFF SIZE TXS UNC
119 2.456 447.425833940506 -444.97 1 0x65940fccc3bd626e9ed3c4536732b61b16dbb8cf59bd006d504be6b58bb35440 0x8c4c1d7d3d184ec44c7f8c9a3632477117615a2b7b6936040838ecf306bf3325 2 3 610 0 0
119 4.384 434.3539628982544 -429.97 2 0xe58b0b5db970d94564cc323d8f661f643dc757e15f1536985ebbcd022a62780d 0x65940fccc3bd626e9ed3c4536732b61b16dbb8cf59bd006d504be6b58bb35440 1 4 939 3 0
119 6.034 421.00377917289734 -414.97 3 0x414075c59107704e7f93f9c902b81edf40fc24bcce3cf8a7ce14753dda9d2e24 0xe58b0b5db970d94564cc323d8f661f643dc757e15f1536985ebbcd022a62780d 1 5 1695 10 0
119 7.691 5.661019802093506 2.03 4 0xe7ae66f82b8c195909c990bcc7d8345c83f0177dbfa2fa8d978e7212f37a51c0 0x414075c59107704e7f93f9c902b81edf40fc24bcce3cf8a7ce14753dda9d2e24 1 6 1155 5 0
