ID TIME BLK %CPU CHAINDATASIZE
217 61.673 7 200136 13.83
217 108.77 10 230911 14.42
217 152.517 13 268688 15.16
217 197.402 16 284650 15.57
217 241.881 19 303320 15.98
217 286.499 22 331375 16.56
